country,date,CountryCode,latitude,longitude,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
Argentina,17/11/2020,AR,-38.416097,-63.616672,1329005,10621,144066,36106,379
Argentina,18/11/2020,AR,-38.416097,-63.616672,1339337,10332,146516,36347,241
Argentina,19/11/2020,AR,-38.416097,-63.616672,1349434,10097,145388,36532,185
Argentina,20/11/2020,AR,-38.416097,-63.616672,1359042,9608,144433,36790,258
Argentina,21/11/2020,AR,-38.416097,-63.616672,1366182,7140,142227,36902,112
Argentina,22/11/2020,AR,-38.416097,-63.616672,1370366,4184,137872,37002,100
Argentina,23/11/2020,AR,-38.416097,-63.616672,1374631,4265,133709,37122,120
Argentina,24/11/2020,AR,-38.416097,-63.616672,1381795,7164,133729,37432,310
Argentina,25/11/2020,AR,-38.416097,-63.616672,1390388,8593,135390,37714,282
Argentina,26/11/2020,AR,-38.416097,-63.616672,1399431,9043,134828,37941,227
Argentina,27/11/2020,AR,-38.416097,-63.616672,1407277,7846,133804,38216,275
Argentina,28/11/2020,AR,-38.416097,-63.616672,1413375,6098,132176,38322,106
Argentina,29/11/2020,AR,-38.416097,-63.616672,1418807,5432,130491,38473,151
Argentina,30/11/2020,AR,-38.416097,-63.616672,1424533,5726,128576,38730,257
Argentina,01/12/2020,AR,-38.416097,-63.616672,1432570,8037,130391,38928,198
Argentina,02/12/2020,AR,-38.416097,-63.616672,1440103,7533,132589,39156,228
Argentina,03/12/2020,AR,-38.416097,-63.616672,1447732,7629,133752,39305,149
Argentina,04/12/2020,AR,-38.416097,-63.616672,1454631,6899,133164,39512,207
Argentina,05/12/2020,AR,-38.416097,-63.616672,1459832,5201,131415,39632,120
Argentina,06/12/2020,AR,-38.416097,-63.616672,1463110,3278,128648,39770,138
Argentina,07/12/2020,AR,-38.416097,-63.616672,1466309,3199,125725,39888,118
Argentina,08/12/2020,AR,-38.416097,-63.616672,1469919,3610,124323,40009,121
Argentina,09/12/2020,AR,-38.416097,-63.616672,1475222,5303,123512,40222,213
Argentina,10/12/2020,AR,-38.416097,-63.616672,1482216,6994,123598,40431,209
Argentina,11/12/2020,AR,-38.416097,-63.616672,1489328,7112,123930,40606,175
Argentina,12/12/2020,AR,-38.416097,-63.616672,1494602,5274,123774,40668,62
Argentina,13/12/2020,AR,-38.416097,-63.616672,1498160,3558,122077,40766,98
Argentina,14/12/2020,AR,-38.416097,-63.616672,1503222,5062,122061,41041,275
Argentina,15/12/2020,AR,-38.416097,-63.616672,1510203,6981,124699,41204,163
Argentina,16/12/2020,AR,-38.416097,-63.616672,1517046,6843,127767,41365,161
Argentina,17/12/2020,AR,-38.416097,-63.616672,1524372,7326,130282,41534,169
Argentina,18/12/2020,AR,-38.416097,-63.616672,1531374,7002,132947,41672,138
Argentina,19/12/2020,AR,-38.416097,-63.616672,1537169,5795,132789,41763,91
Argentina,20/12/2020,AR,-38.416097,-63.616672,1541285,4116,131126,41813,50
Argentina,21/12/2020,AR,-38.416097,-63.616672,1547138,5853,130740,41997,184
Argentina,22/12/2020,AR,-38.416097,-63.616672,1555279,8141,133299,42254,257
Argentina,23/12/2020,AR,-38.416097,-63.616672,1563865,8586,137274,42314,60
Argentina,24/12/2020,AR,-38.416097,-63.616672,1571680,7815,145011,42392,78
Argentina,25/12/2020,AR,-38.416097,-63.616672,1574554,2874,147855,42422,30
Argentina,26/12/2020,AR,-38.416097,-63.616672,1578267,3713,133539,42501,79
Argentina,27/12/2020,AR,-38.416097,-63.616672,1583297,5030,132721,42650,149
Argentina,28/12/2020,AR,-38.416097,-63.616672,1590513,7216,132965,42868,218
Argentina,29/12/2020,AR,-38.416097,-63.616672,1602163,11650,138260,43018,150
Argentina,30/12/2020,AR,-38.416097,-63.616672,1613928,11765,144089,43163,145
Argentina,31/12/2020,AR,-38.416097,-63.616672,1625514,11586,155593,43245,82
Argentina,01/01/2021,AR,-38.416097,-63.616672,1629594,4080,159599,43319,74
Argentina,02/01/2021,AR,-38.416097,-63.616672,1634834,5240,144367,43375,56
Argentina,03/01/2021,AR,-38.416097,-63.616672,1640718,5884,144276,43482,107
Argentina,04/01/2021,AR,-38.416097,-63.616672,1648940,8222,147223,43634,152
Argentina,05/01/2021,AR,-38.416097,-63.616672,1662730,13790,152329,43785,151
Argentina,06/01/2021,AR,-38.416097,-63.616672,1676171,13441,158147,43976,191
Argentina,07/01/2021,AR,-38.416097,-63.616672,1690006,13835,161090,44122,146
Argentina,08/01/2021,AR,-38.416097,-63.616672,1703352,13346,164183,44273,151
Argentina,09/01/2021,AR,-38.416097,-63.616672,1714409,11057,165662,44417,144
Argentina,10/01/2021,AR,-38.416097,-63.616672,1722217,7808,165972,44495,78
Argentina,11/01/2021,AR,-38.416097,-63.616672,1730921,8704,167552,44654,159
Argentina,12/01/2021,AR,-38.416097,-63.616672,1744704,13783,171995,44848,194
Argentina,13/01/2021,AR,-38.416097,-63.616672,1757429,12725,176023,44983,135
Argentina,14/01/2021,AR,-38.416097,-63.616672,1770715,13286,176100,45125,142
Argentina,15/01/2021,AR,-38.416097,-63.616672,1783047,12332,175857,45227,102
Argentina,16/01/2021,AR,-38.416097,-63.616672,1791979,8932,173580,45295,68
Argentina,17/01/2021,AR,-38.416097,-63.616672,1799243,7264,170371,45407,112
Argentina,18/01/2021,AR,-38.416097,-63.616672,1807428,8185,166828,45832,425
Argentina,19/01/2021,AR,-38.416097,-63.616672,1819569,12141,169130,46066,234
Argentina,20/01/2021,AR,-38.416097,-63.616672,1831681,12112,171692,46216,150
Argentina,21/01/2021,AR,-38.416097,-63.616672,1843077,11396,170967,46355,139
Argentina,22/01/2021,AR,-38.416097,-63.616672,1853830,10753,170429,46575,220
Argentina,23/01/2021,AR,-38.416097,-63.616672,1862192,8362,168787,46737,162
Argentina,24/01/2021,AR,-38.416097,-63.616672,1867223,5031,164247,46827,90
Argentina,25/01/2021,AR,-38.416097,-63.616672,1874801,7578,161240,47034,207
Argentina,26/01/2021,AR,-38.416097,-63.616672,1885210,10409,163402,47253,219
Argentina,27/01/2021,AR,-38.416097,-63.616672,1896053,10843,166055,47435,182
Argentina,28/01/2021,AR,-38.416097,-63.616672,1905524,9471,164777,47601,166
Argentina,29/01/2021,AR,-38.416097,-63.616672,1915362,9838,164128,47775,174
Argentina,30/01/2021,AR,-38.416097,-63.616672,1922264,6902,161465,47931,156
Argentina,31/01/2021,AR,-38.416097,-63.616672,1927239,4975,157615,47974,43
Argentina,01/02/2021,AR,-38.416097,-63.616672,1933853,6614,155605,48249,275
Argentina,02/02/2021,AR,-38.416097,-63.616672,1943548,9695,156354,48426,177
Argentina,03/02/2021,AR,-38.416097,-63.616672,1952744,9196,158997,48539,113
Argentina,04/02/2021,AR,-38.416097,-63.616672,1961635,8891,158230,48700,161
Argentina,05/02/2021,AR,-38.416097,-63.616672,1970009,8374,157262,48985,285
Argentina,06/02/2021,AR,-38.416097,-63.616672,1976689,6680,155520,49110,125
Argentina,07/02/2021,AR,-38.416097,-63.616672,1980347,3658,152211,49171,61
Argentina,08/02/2021,AR,-38.416097,-63.616672,1985501,5154,149925,49398,227
Argentina,09/02/2021,AR,-38.416097,-63.616672,1993295,7794,151408,49566,168
Argentina,10/02/2021,AR,-38.416097,-63.616672,2001034,7739,153240,49674,108
Argentina,11/02/2021,AR,-38.416097,-63.616672,2008345,7311,152211,49874,200
Argentina,12/02/2021,AR,-38.416097,-63.616672,2015496,7151,151307,50029,155
Argentina,13/02/2021,AR,-38.416097,-63.616672,2021553,6057,150400,50188,159
Argentina,14/02/2021,AR,-38.416097,-63.616672,2025798,4245,148444,50236,48
Argentina,15/02/2021,AR,-38.416097,-63.616672,2029057,3259,145288,50327,91
Argentina,16/02/2021,AR,-38.416097,-63.616672,2033060,4003,144337,50432,105
Argentina,17/02/2021,AR,-38.416097,-63.616672,2039124,6064,145630,50616,184
Argentina,18/02/2021,AR,-38.416097,-63.616672,2046795,7671,146487,50857,241
Argentina,19/02/2021,AR,-38.416097,-63.616672,2054681,7886,148036,51000,143
Argentina,20/02/2021,AR,-38.416097,-63.616672,2060625,5944,148070,51122,122
Argentina,21/02/2021,AR,-38.416097,-63.616672,2064334,3709,146635,51198,76
Argentina,22/02/2021,AR,-38.416097,-63.616672,2069751,5417,146179,51359,161
Argentina,23/02/2021,AR,-38.416097,-63.616672,2077228,7477,147820,51510,151
Argentina,24/02/2021,AR,-38.416097,-63.616672,2085411,8183,151193,51650,140
Argentina,25/02/2021,AR,-38.416097,-63.616672,2093645,8234,155118,51795,145
Argentina,26/02/2021,AR,-38.416097,-63.616672,2098728,5083,154007,51887,92
Argentina,27/02/2021,AR,-38.416097,-63.616672,2104197,5469,153164,51946,59
Argentina,28/02/2021,AR,-38.416097,-63.616672,2107365,3168,150379,51965,19
Argentina,01/03/2021,AR,-38.416097,-63.616672,2112023,4658,148608,52077,112
Armenia,15/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,16/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,17/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,18/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,19/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,20/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,21/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,22/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,23/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,24/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,25/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,26/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,27/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,28/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,29/02/2020,AM,40.069099,45.038189,0,0,0,0,0
Armenia,01/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,02/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,03/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,04/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,05/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,06/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,07/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,08/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,09/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,10/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,11/03/2020,AM,40.069099,45.038189,1,0,1,0,0
Armenia,12/03/2020,AM,40.069099,45.038189,6,5,6,0,0
Armenia,13/03/2020,AM,40.069099,45.038189,8,2,8,0,0
Armenia,14/03/2020,AM,40.069099,45.038189,20,12,20,0,0
Armenia,15/03/2020,AM,40.069099,45.038189,28,8,28,0,0
Armenia,16/03/2020,AM,40.069099,45.038189,52,24,51,0,0
Armenia,17/03/2020,AM,40.069099,45.038189,78,26,77,0,0
Armenia,18/03/2020,AM,40.069099,45.038189,110,32,109,0,0
Armenia,19/03/2020,AM,40.069099,45.038189,122,12,121,0,0
Armenia,20/03/2020,AM,40.069099,45.038189,136,14,135,0,0
Armenia,21/03/2020,AM,40.069099,45.038189,160,24,159,0,0
Armenia,22/03/2020,AM,40.069099,45.038189,194,34,192,0,0
Armenia,23/03/2020,AM,40.069099,45.038189,235,41,233,0,0
Armenia,24/03/2020,AM,40.069099,45.038189,249,14,235,0,0
Armenia,25/03/2020,AM,40.069099,45.038189,265,16,249,0,0
Armenia,26/03/2020,AM,40.069099,45.038189,290,25,271,1,1
Armenia,27/03/2020,AM,40.069099,45.038189,329,39,300,1,0
Armenia,28/03/2020,AM,40.069099,45.038189,407,78,376,1,0
Armenia,29/03/2020,AM,40.069099,45.038189,424,17,391,3,2
Armenia,30/03/2020,AM,40.069099,45.038189,482,58,449,3,0
Armenia,31/03/2020,AM,40.069099,45.038189,532,50,499,3,0
Armenia,01/04/2020,AM,40.069099,45.038189,571,39,536,4,1
Armenia,02/04/2020,AM,40.069099,45.038189,663,92,623,7,3
Armenia,03/04/2020,AM,40.069099,45.038189,736,73,686,7,0
Armenia,04/04/2020,AM,40.069099,45.038189,770,34,720,7,0
Armenia,05/04/2020,AM,40.069099,45.038189,822,52,758,7,0
Armenia,06/04/2020,AM,40.069099,45.038189,833,11,763,8,1
Armenia,07/04/2020,AM,40.069099,45.038189,853,20,758,8,0
Armenia,08/04/2020,AM,40.069099,45.038189,881,28,758,9,1
Armenia,09/04/2020,AM,40.069099,45.038189,921,40,773,10,1
Armenia,10/04/2020,AM,40.069099,45.038189,937,16,776,12,2
Armenia,11/04/2020,AM,40.069099,45.038189,967,30,781,13,1
Armenia,12/04/2020,AM,40.069099,45.038189,1013,46,803,13,0
Armenia,13/04/2020,AM,40.069099,45.038189,1039,26,814,14,1
Armenia,14/04/2020,AM,40.069099,45.038189,1067,28,786,16,2
Armenia,15/04/2020,AM,40.069099,45.038189,1111,44,797,17,1
Armenia,16/04/2020,AM,40.069099,45.038189,1159,48,783,18,1
Armenia,17/04/2020,AM,40.069099,45.038189,1201,42,780,19,1
Armenia,18/04/2020,AM,40.069099,45.038189,1248,47,705,20,1
Armenia,19/04/2020,AM,40.069099,45.038189,1291,43,726,20,0
Armenia,20/04/2020,AM,40.069099,45.038189,1339,48,737,22,2
Armenia,21/04/2020,AM,40.069099,45.038189,1401,62,768,24,2
Armenia,22/04/2020,AM,40.069099,45.038189,1473,72,816,24,0
Armenia,23/04/2020,AM,40.069099,45.038189,1523,50,840,24,0
Armenia,24/04/2020,AM,40.069099,45.038189,1596,73,841,27,3
Armenia,25/04/2020,AM,40.069099,45.038189,1677,81,846,28,1
Armenia,26/04/2020,AM,40.069099,45.038189,1746,69,885,28,0
Armenia,27/04/2020,AM,40.069099,45.038189,1808,62,931,29,1
Armenia,28/04/2020,AM,40.069099,45.038189,1867,59,971,30,1
Armenia,29/04/2020,AM,40.069099,45.038189,1932,65,1002,30,0
Armenia,30/04/2020,AM,40.069099,45.038189,2066,134,1105,32,2
Armenia,01/05/2020,AM,40.069099,45.038189,2148,82,1138,33,1
Armenia,02/05/2020,AM,40.069099,45.038189,2273,125,1230,33,0
Armenia,03/05/2020,AM,40.069099,45.038189,2386,113,1316,35,2
Armenia,04/05/2020,AM,40.069099,45.038189,2507,121,1397,39,4
Armenia,05/05/2020,AM,40.069099,45.038189,2619,112,1468,40,1
Armenia,06/05/2020,AM,40.069099,45.038189,2782,163,1607,40,0
Armenia,07/05/2020,AM,40.069099,45.038189,2884,102,1657,42,2
Armenia,08/05/2020,AM,40.069099,45.038189,3029,145,1768,43,1
Armenia,09/05/2020,AM,40.069099,45.038189,3175,146,1864,44,1
Armenia,10/05/2020,AM,40.069099,45.038189,3313,138,1943,45,1
Armenia,11/05/2020,AM,40.069099,45.038189,3392,79,1987,46,1
Armenia,12/05/2020,AM,40.069099,45.038189,3538,146,2061,47,1
Armenia,13/05/2020,AM,40.069099,45.038189,3718,180,2170,48,1
Armenia,14/05/2020,AM,40.069099,45.038189,3860,142,2239,49,1
Armenia,15/05/2020,AM,40.069099,45.038189,4044,184,2326,52,3
Armenia,16/05/2020,AM,40.069099,45.038189,4283,239,2437,55,3
Armenia,17/05/2020,AM,40.069099,45.038189,4472,189,2487,60,5
Armenia,18/05/2020,AM,40.069099,45.038189,4823,351,2743,61,1
Armenia,19/05/2020,AM,40.069099,45.038189,5041,218,2813,64,3
Armenia,20/05/2020,AM,40.069099,45.038189,5271,230,2785,67,3
Armenia,21/05/2020,AM,40.069099,45.038189,5606,335,2955,70,3
Armenia,22/05/2020,AM,40.069099,45.038189,5928,322,2980,74,4
Armenia,23/05/2020,AM,40.069099,45.038189,6302,374,3289,77,3
Armenia,24/05/2020,AM,40.069099,45.038189,6661,359,3516,81,4
Armenia,25/05/2020,AM,40.069099,45.038189,7113,452,3881,87,6
Armenia,26/05/2020,AM,40.069099,45.038189,7402,289,4091,91,4
Armenia,27/05/2020,AM,40.069099,45.038189,7774,372,4421,98,7
Armenia,28/05/2020,AM,40.069099,45.038189,8216,442,4816,113,15
Armenia,29/05/2020,AM,40.069099,45.038189,8676,460,5259,120,7
Armenia,30/05/2020,AM,40.069099,45.038189,8927,251,5483,127,7
Armenia,31/05/2020,AM,40.069099,45.038189,9282,355,5765,131,4
Armenia,01/06/2020,AM,40.069099,45.038189,9492,210,5951,139,8
Armenia,02/06/2020,AM,40.069099,45.038189,10009,517,6424,158,19
Armenia,03/06/2020,AM,40.069099,45.038189,10524,515,6900,170,12
Armenia,04/06/2020,AM,40.069099,45.038189,11221,697,7577,176,6
Armenia,05/06/2020,AM,40.069099,45.038189,11817,596,8121,183,7
Armenia,06/06/2020,AM,40.069099,45.038189,12364,547,8454,190,7
Armenia,07/06/2020,AM,40.069099,45.038189,13130,766,8916,200,10
Armenia,08/06/2020,AM,40.069099,45.038189,13325,195,9015,211,11
Armenia,09/06/2020,AM,40.069099,45.038189,13675,350,9007,217,6
Armenia,10/06/2020,AM,40.069099,45.038189,14103,428,8650,227,10
Armenia,11/06/2020,AM,40.069099,45.038189,14669,566,8958,245,18
Armenia,12/06/2020,AM,40.069099,45.038189,15281,612,9384,258,13
Armenia,13/06/2020,AM,40.069099,45.038189,16004,723,9659,264,6
Armenia,14/06/2020,AM,40.069099,45.038189,16667,663,10184,269,5
Armenia,15/06/2020,AM,40.069099,45.038189,17064,397,10503,285,16
Armenia,16/06/2020,AM,40.069099,45.038189,17489,425,10625,293,8
Armenia,17/06/2020,AM,40.069099,45.038189,18033,544,10917,302,9
Armenia,18/06/2020,AM,40.069099,45.038189,18698,665,10829,309,7
Armenia,19/06/2020,AM,40.069099,45.038189,19157,459,10572,319,10
Armenia,20/06/2020,AM,40.069099,45.038189,19708,551,10522,332,13
Armenia,21/06/2020,AM,40.069099,45.038189,20268,560,10916,350,18
Armenia,22/06/2020,AM,40.069099,45.038189,20588,320,11097,360,10
Armenia,23/06/2020,AM,40.069099,45.038189,21006,418,10490,372,12
Armenia,24/06/2020,AM,40.069099,45.038189,21717,711,10534,386,14
Armenia,25/06/2020,AM,40.069099,45.038189,22488,771,10756,397,11
Armenia,26/06/2020,AM,40.069099,45.038189,23247,759,10688,410,13
Armenia,27/06/2020,AM,40.069099,45.038189,23909,662,10577,421,11
Armenia,28/06/2020,AM,40.069099,45.038189,24645,736,11103,426,5
Armenia,29/06/2020,AM,40.069099,45.038189,25127,482,11397,433,7
Armenia,30/06/2020,AM,40.069099,45.038189,25542,415,11051,443,10
Armenia,01/07/2020,AM,40.069099,45.038189,26065,523,11049,453,10
Armenia,02/07/2020,AM,40.069099,45.038189,26658,593,11163,459,6
Armenia,03/07/2020,AM,40.069099,45.038189,27320,662,11367,469,10
Armenia,04/07/2020,AM,40.069099,45.038189,27900,580,11488,477,8
Armenia,05/07/2020,AM,40.069099,45.038189,28606,706,11982,484,7
Armenia,06/07/2020,AM,40.069099,45.038189,28936,330,12143,491,7
Armenia,07/07/2020,AM,40.069099,45.038189,29285,349,11875,503,12
Armenia,08/07/2020,AM,40.069099,45.038189,29820,535,11872,521,18
Armenia,09/07/2020,AM,40.069099,45.038189,30346,526,11811,535,14
Armenia,10/07/2020,AM,40.069099,45.038189,30903,557,11648,546,11
Armenia,11/07/2020,AM,40.069099,45.038189,31392,489,11414,559,13
Armenia,12/07/2020,AM,40.069099,45.038189,31969,577,11771,565,6
Armenia,13/07/2020,AM,40.069099,45.038189,32151,182,11713,573,8
Armenia,14/07/2020,AM,40.069099,45.038189,32490,339,11180,581,8
Armenia,15/07/2020,AM,40.069099,45.038189,33005,515,11065,592,11
Armenia,16/07/2020,AM,40.069099,45.038189,33559,554,11021,607,15
Armenia,17/07/2020,AM,40.069099,45.038189,34001,442,10889,620,13
Armenia,18/07/2020,AM,40.069099,45.038189,34462,461,10708,631,11
Armenia,19/07/2020,AM,40.069099,45.038189,34877,415,10942,641,10
Armenia,20/07/2020,AM,40.069099,45.038189,34981,104,10829,650,9
Armenia,21/07/2020,AM,40.069099,45.038189,35254,273,10386,662,12
Armenia,22/07/2020,AM,40.069099,45.038189,35693,439,10249,678,16
Armenia,23/07/2020,AM,40.069099,45.038189,36162,469,10230,688,10
Armenia,24/07/2020,AM,40.069099,45.038189,36613,451,10187,692,4
Armenia,25/07/2020,AM,40.069099,45.038189,36996,383,10053,700,8
Armenia,26/07/2020,AM,40.069099,45.038189,37317,321,10134,705,5
Armenia,27/07/2020,AM,40.069099,45.038189,37390,73,10014,711,6
Armenia,28/07/2020,AM,40.069099,45.038189,37629,239,9553,719,8
Armenia,29/07/2020,AM,40.069099,45.038189,37937,308,9390,723,4
Armenia,30/07/2020,AM,40.069099,45.038189,38196,259,9102,728,5
Armenia,31/07/2020,AM,40.069099,45.038189,38550,354,8815,738,10
Armenia,01/08/2020,AM,40.069099,45.038189,38841,291,8535,749,11
Armenia,02/08/2020,AM,40.069099,45.038189,39050,209,8546,754,5
Armenia,03/08/2020,AM,40.069099,45.038189,39102,52,8479,762,8
Armenia,04/08/2020,AM,40.069099,45.038189,39298,196,8158,768,6
Armenia,05/08/2020,AM,40.069099,45.038189,39586,288,7966,770,2
Armenia,06/08/2020,AM,40.069099,45.038189,39819,233,7491,772,2
Armenia,07/08/2020,AM,40.069099,45.038189,39985,166,7200,777,5
Armenia,08/08/2020,AM,40.069099,45.038189,40185,200,7005,785,8
Armenia,09/08/2020,AM,40.069099,45.038189,40410,225,7099,791,6
Armenia,10/08/2020,AM,40.069099,45.038189,40433,23,7021,796,5
Armenia,11/08/2020,AM,40.069099,45.038189,40593,160,6633,803,7
Armenia,12/08/2020,AM,40.069099,45.038189,40794,201,6496,806,3
Armenia,13/08/2020,AM,40.069099,45.038189,41023,229,6317,809,3
Armenia,14/08/2020,AM,40.069099,45.038189,41299,276,6321,814,5
Armenia,15/08/2020,AM,40.069099,45.038189,41495,196,6194,817,3
Armenia,16/08/2020,AM,40.069099,45.038189,41663,168,6261,818,1
Armenia,17/08/2020,AM,40.069099,45.038189,41701,38,6222,824,6
Armenia,18/08/2020,AM,40.069099,45.038189,41846,145,6032,832,8
Armenia,19/08/2020,AM,40.069099,45.038189,42056,210,5997,833,1
Armenia,20/08/2020,AM,40.069099,45.038189,42319,263,6007,836,3
Armenia,21/08/2020,AM,40.069099,45.038189,42477,158,5942,842,6
Armenia,22/08/2020,AM,40.069099,45.038189,42616,139,5859,850,8
Armenia,23/08/2020,AM,40.069099,45.038189,42792,176,5949,852,2
Armenia,24/08/2020,AM,40.069099,45.038189,42825,33,5922,854,2
Armenia,25/08/2020,AM,40.069099,45.038189,42936,111,5603,858,4
Armenia,26/08/2020,AM,40.069099,45.038189,43067,131,5480,861,3
Armenia,27/08/2020,AM,40.069099,45.038189,43270,203,5418,864,3
Armenia,28/08/2020,AM,40.069099,45.038189,43451,181,5318,869,5
Armenia,29/08/2020,AM,40.069099,45.038189,43626,175,5191,872,3
Armenia,30/08/2020,AM,40.069099,45.038189,43750,124,5223,877,5
Armenia,31/08/2020,AM,40.069099,45.038189,43781,31,5180,879,2
Armenia,01/09/2020,AM,40.069099,45.038189,43878,97,4641,881,2
Armenia,02/09/2020,AM,40.069099,45.038189,44075,197,4560,884,3
Armenia,03/09/2020,AM,40.069099,45.038189,44271,196,4529,887,3
Armenia,04/09/2020,AM,40.069099,45.038189,44461,190,4313,891,4
Armenia,05/09/2020,AM,40.069099,45.038189,44649,188,3931,895,4
Armenia,06/09/2020,AM,40.069099,45.038189,44783,134,3797,897,2
Armenia,07/09/2020,AM,40.069099,45.038189,44845,62,3824,900,3
Armenia,08/09/2020,AM,40.069099,45.038189,44953,108,3458,903,3
Armenia,09/09/2020,AM,40.069099,45.038189,45152,199,3224,905,2
Armenia,10/09/2020,AM,40.069099,45.038189,45326,174,3187,906,1
Armenia,11/09/2020,AM,40.069099,45.038189,45503,177,3160,909,3
Armenia,12/09/2020,AM,40.069099,45.038189,45675,172,3159,911,2
Armenia,13/09/2020,AM,40.069099,45.038189,45862,187,3287,916,5
Armenia,14/09/2020,AM,40.069099,45.038189,45969,107,3357,919,3
Armenia,15/09/2020,AM,40.069099,45.038189,46119,150,3258,920,1
Armenia,16/09/2020,AM,40.069099,45.038189,46376,257,3384,923,3
Armenia,17/09/2020,AM,40.069099,45.038189,46671,295,3515,925,2
Armenia,18/09/2020,AM,40.069099,45.038189,46910,239,3615,926,1
Armenia,19/09/2020,AM,40.069099,45.038189,47154,244,3675,928,2
Armenia,20/09/2020,AM,40.069099,45.038189,47431,277,3893,930,2
Armenia,21/09/2020,AM,40.069099,45.038189,47552,121,3979,936,6
Armenia,22/09/2020,AM,40.069099,45.038189,47667,115,4053,938,2
Armenia,23/09/2020,AM,40.069099,45.038189,47877,210,3909,942,4
Armenia,24/09/2020,AM,40.069099,45.038189,48251,374,4040,945,3
Armenia,25/09/2020,AM,40.069099,45.038189,48643,392,4295,947,2
Armenia,26/09/2020,AM,40.069099,45.038189,49072,429,4548,948,1
Armenia,27/09/2020,AM,40.069099,45.038189,49400,328,4836,951,3
Armenia,28/09/2020,AM,40.069099,45.038189,49574,174,4952,957,6
Armenia,29/09/2020,AM,40.069099,45.038189,49901,327,5094,958,1
Armenia,30/09/2020,AM,40.069099,45.038189,50359,458,5399,959,1
Armenia,01/10/2020,AM,40.069099,45.038189,50850,491,5668,963,4
Armenia,02/10/2020,AM,40.069099,45.038189,51382,532,6010,966,3
Armenia,03/10/2020,AM,40.069099,45.038189,51925,543,6370,972,6
Armenia,04/10/2020,AM,40.069099,45.038189,52496,571,6847,977,5
Armenia,05/10/2020,AM,40.069099,45.038189,52677,181,6983,984,7
Armenia,06/10/2020,AM,40.069099,45.038189,53083,406,7161,990,6
Armenia,07/10/2020,AM,40.069099,45.038189,53755,672,7650,995,5
Armenia,08/10/2020,AM,40.069099,45.038189,54473,718,8157,1004,9
Armenia,09/10/2020,AM,40.069099,45.038189,55087,614,8549,1010,6
Armenia,10/10/2020,AM,40.069099,45.038189,55736,649,8949,1016,6
Armenia,11/10/2020,AM,40.069099,45.038189,56451,715,9607,1020,4
Armenia,12/10/2020,AM,40.069099,45.038189,56821,370,9904,1026,6
Armenia,13/10/2020,AM,40.069099,45.038189,57566,745,10216,1032,6
Armenia,14/10/2020,AM,40.069099,45.038189,58624,1058,10872,1039,7
Armenia,15/10/2020,AM,40.069099,45.038189,59995,1371,11830,1046,7
Armenia,16/10/2020,AM,40.069099,45.038189,61460,1465,12863,1056,10
Armenia,17/10/2020,AM,40.069099,45.038189,63000,1540,14008,1067,11
Armenia,18/10/2020,AM,40.069099,45.038189,64694,1694,15509,1081,14
Armenia,19/10/2020,AM,40.069099,45.038189,65460,766,16161,1091,10
Armenia,20/10/2020,AM,40.069099,45.038189,66694,1234,16859,1101,10
Armenia,21/10/2020,AM,40.069099,45.038189,68530,1836,18190,1121,20
Armenia,22/10/2020,AM,40.069099,45.038189,70836,2306,19918,1131,10
Armenia,23/10/2020,AM,40.069099,45.038189,73310,2474,21889,1145,14
Armenia,24/10/2020,AM,40.069099,45.038189,75523,2213,23665,1157,12
Armenia,25/10/2020,AM,40.069099,45.038189,77837,2314,25749,1180,23
Armenia,26/10/2020,AM,40.069099,45.038189,78810,973,26452,1196,16
Armenia,27/10/2020,AM,40.069099,45.038189,80410,1600,27374,1222,26
Armenia,28/10/2020,AM,40.069099,45.038189,82651,2241,28900,1243,21
Armenia,29/10/2020,AM,40.069099,45.038189,85034,2383,30505,1272,29
Armenia,30/10/2020,AM,40.069099,45.038189,87432,2398,31816,1300,28
Armenia,31/10/2020,AM,40.069099,45.038189,89813,2381,33155,1341,41
