country,date,CountryCode,latitude,longitude,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
Afghanistan,04/04/2020,AF,33.93911,67.709953,309,28,292,7,1
Afghanistan,05/04/2020,AF,33.93911,67.709953,349,40,327,7,0
Afghanistan,06/04/2020,AF,33.93911,67.709953,367,18,338,11,4
Afghanistan,07/04/2020,AF,33.93911,67.709953,423,56,391,14,3
Afghanistan,08/04/2020,AF,33.93911,67.709953,444,21,401,14,0
Afghanistan,09/04/2020,AF,33.93911,67.709953,484,40,437,15,1
Afghanistan,10/04/2020,AF,33.93911,67.709953,521,37,474,15,0
Afghanistan,11/04/2020,AF,33.93911,67.709953,555,34,505,18,3
Afghanistan,12/04/2020,AF,33.93911,67.709953,607,52,557,18,0
Afghanistan,13/04/2020,AF,33.93911,67.709953,665,58,612,21,3
Afghanistan,14/04/2020,AF,33.93911,67.709953,714,49,651,23,2
Afghanistan,15/04/2020,AF,33.93911,67.709953,784,70,716,25,2
Afghanistan,16/04/2020,AF,33.93911,67.709953,840,56,756,30,5
Afghanistan,17/04/2020,AF,33.93911,67.709953,906,66,777,30,0
Afghanistan,18/04/2020,AF,33.93911,67.709953,933,27,791,30,0
Afghanistan,19/04/2020,AF,33.93911,67.709953,996,63,832,33,3
Afghanistan,20/04/2020,AF,33.93911,67.709953,1026,30,855,36,3
Afghanistan,21/04/2020,AF,33.93911,67.709953,1092,66,906,36,0
Afghanistan,22/04/2020,AF,33.93911,67.709953,1176,84,970,40,4
Afghanistan,23/04/2020,AF,33.93911,67.709953,1279,103,1058,42,2
Afghanistan,24/04/2020,AF,33.93911,67.709953,1351,72,1120,43,1
Afghanistan,25/04/2020,AF,33.93911,67.709953,1463,112,1228,47,4
Afghanistan,26/04/2020,AF,33.93911,67.709953,1531,68,1274,50,3
Afghanistan,27/04/2020,AF,33.93911,67.709953,1703,172,1426,57,7
Afghanistan,28/04/2020,AF,33.93911,67.709953,1828,125,1542,58,1
Afghanistan,29/04/2020,AF,33.93911,67.709953,1939,111,1627,60,2
Afghanistan,30/04/2020,AF,33.93911,67.709953,2171,232,1847,64,4
Afghanistan,01/05/2020,AF,33.93911,67.709953,2335,164,1957,68,4
Afghanistan,02/05/2020,AF,33.93911,67.709953,2469,134,2066,72,4
Afghanistan,03/05/2020,AF,33.93911,67.709953,2704,235,2274,85,13
Afghanistan,04/05/2020,AF,33.93911,67.709953,2894,190,2407,90,5
Afghanistan,05/05/2020,AF,33.93911,67.709953,3224,330,2708,95,5
Afghanistan,06/05/2020,AF,33.93911,67.709953,3392,168,2830,104,9
Afghanistan,07/05/2020,AF,33.93911,67.709953,3563,171,2989,106,2
Afghanistan,08/05/2020,AF,33.93911,67.709953,3778,215,3197,109,3
Afghanistan,09/05/2020,AF,33.93911,67.709953,4033,255,3416,115,6
Afghanistan,10/05/2020,AF,33.93911,67.709953,4402,369,3724,120,5
Afghanistan,11/05/2020,AF,33.93911,67.709953,4687,285,4007,122,2
Afghanistan,12/05/2020,AF,33.93911,67.709953,4963,276,4226,127,5
Afghanistan,13/05/2020,AF,33.93911,67.709953,5226,263,4446,132,5
Afghanistan,14/05/2020,AF,33.93911,67.709953,5639,413,4812,136,4
Afghanistan,15/05/2020,AF,33.93911,67.709953,6053,414,5155,153,17
Afghanistan,16/05/2020,AF,33.93911,67.709953,6402,349,5489,168,15
Afghanistan,17/05/2020,AF,33.93911,67.709953,6664,262,5717,169,1
Afghanistan,18/05/2020,AF,33.93911,67.709953,7072,408,6098,173,4
Afghanistan,19/05/2020,AF,33.93911,67.709953,7653,581,6625,178,5
Afghanistan,20/05/2020,AF,33.93911,67.709953,8145,492,7028,187,9
Afghanistan,21/05/2020,AF,33.93911,67.709953,8676,531,7545,193,6
Afghanistan,22/05/2020,AF,33.93911,67.709953,9216,540,8015,205,12
Afghanistan,23/05/2020,AF,33.93911,67.709953,9998,782,8742,216,11
Afghanistan,24/05/2020,AF,33.93911,67.709953,10582,584,9289,218,2
Afghanistan,25/05/2020,AF,33.93911,67.709953,11173,591,9857,219,1
Afghanistan,26/05/2020,AF,33.93911,67.709953,11831,658,10483,220,1
Afghanistan,27/05/2020,AF,33.93911,67.709953,12456,625,11091,227,7
Afghanistan,28/05/2020,AF,33.93911,67.709953,13036,580,11592,235,8
Afghanistan,29/05/2020,AF,33.93911,67.709953,13659,623,12154,246,11
Afghanistan,30/05/2020,AF,33.93911,67.709953,14525,866,12973,249,3
Afghanistan,31/05/2020,AF,33.93911,67.709953,15205,680,13620,257,8
Afghanistan,01/06/2020,AF,33.93911,67.709953,15750,545,14057,265,8
Afghanistan,02/06/2020,AF,33.93911,67.709953,16509,759,14789,270,5
Afghanistan,03/06/2020,AF,33.93911,67.709953,17267,758,15451,294,24
Afghanistan,04/06/2020,AF,33.93911,67.709953,18054,787,16169,300,6
Afghanistan,05/06/2020,AF,33.93911,67.709953,18969,915,16898,309,9
Afghanistan,06/06/2020,AF,33.93911,67.709953,19551,582,17394,327,18
Afghanistan,07/06/2020,AF,33.93911,67.709953,20342,791,18110,357,30
Afghanistan,08/06/2020,AF,33.93911,67.709953,20917,575,18377,369,12
Afghanistan,09/06/2020,AF,33.93911,67.709953,21459,542,18424,384,15
Afghanistan,10/06/2020,AF,33.93911,67.709953,22142,683,18724,405,21
Afghanistan,11/06/2020,AF,33.93911,67.709953,22890,748,19138,426,21
Afghanistan,12/06/2020,AF,33.93911,67.709953,23546,656,19172,446,20
Afghanistan,13/06/2020,AF,33.93911,67.709953,24102,556,19450,451,5
Afghanistan,14/06/2020,AF,33.93911,67.709953,24766,664,19570,471,20
Afghanistan,15/06/2020,AF,33.93911,67.709953,25527,761,19885,478,7
Afghanistan,16/06/2020,AF,33.93911,67.709953,26310,783,20311,491,13
Afghanistan,17/06/2020,AF,33.93911,67.709953,26874,564,20212,504,13
Afghanistan,18/06/2020,AF,33.93911,67.709953,27532,658,19326,546,42
Afghanistan,19/06/2020,AF,33.93911,67.709953,27878,346,19368,548,2
Afghanistan,20/06/2020,AF,33.93911,67.709953,28424,546,19563,569,21
Afghanistan,21/06/2020,AF,33.93911,67.709953,28833,409,19488,581,12
Afghanistan,22/06/2020,AF,33.93911,67.709953,29157,324,19718,598,17
Afghanistan,23/06/2020,AF,33.93911,67.709953,29481,324,19603,618,20
Afghanistan,24/06/2020,AF,33.93911,67.709953,29640,159,19132,639,21
Afghanistan,25/06/2020,AF,33.93911,67.709953,30175,535,19326,675,36
Afghanistan,26/06/2020,AF,33.93911,67.709953,30451,276,19462,683,8
Afghanistan,27/06/2020,AF,33.93911,67.709953,30616,165,19239,703,20
Afghanistan,28/06/2020,AF,33.93911,67.709953,30967,351,17642,721,18
Afghanistan,29/06/2020,AF,33.93911,67.709953,31238,271,16571,733,12
Afghanistan,30/06/2020,AF,33.93911,67.709953,31517,279,16640,746,13
Afghanistan,01/07/2020,AF,33.93911,67.709953,31836,319,15411,774,28
Afghanistan,02/07/2020,AF,33.93911,67.709953,32022,186,15174,807,33
Afghanistan,03/07/2020,AF,33.93911,67.709953,32324,302,14174,819,12
Afghanistan,04/07/2020,AF,33.93911,67.709953,32672,348,12682,826,7
Afghanistan,05/07/2020,AF,33.93911,67.709953,32951,279,12721,864,38
Afghanistan,06/07/2020,AF,33.93911,67.709953,33190,239,12189,898,34
Afghanistan,07/07/2020,AF,33.93911,67.709953,33384,194,12285,920,22
Afghanistan,08/07/2020,AF,33.93911,67.709953,33594,210,11958,936,16
Afghanistan,09/07/2020,AF,33.93911,67.709953,33908,314,12104,957,21
Afghanistan,10/07/2020,AF,33.93911,67.709953,34194,286,12341,971,14
Afghanistan,11/07/2020,AF,33.93911,67.709953,34366,172,12237,994,23
Afghanistan,12/07/2020,AF,33.93911,67.709953,34451,85,12225,1010,16
Afghanistan,13/07/2020,AF,33.93911,67.709953,34455,4,12189,1012,2
Afghanistan,14/07/2020,AF,33.93911,67.709953,34740,285,12238,1048,36
Afghanistan,15/07/2020,AF,33.93911,67.709953,34994,254,11444,1094,46
Afghanistan,16/07/2020,AF,33.93911,67.709953,35070,76,11133,1113,19
Afghanistan,17/07/2020,AF,33.93911,67.709953,35229,159,10931,1147,34
Afghanistan,18/07/2020,AF,33.93911,67.709953,35301,72,10864,1164,17
Afghanistan,19/07/2020,AF,33.93911,67.709953,35475,174,10660,1181,17
Afghanistan,20/07/2020,AF,33.93911,67.709953,35526,51,10600,1185,4
Afghanistan,21/07/2020,AF,33.93911,67.709953,35615,89,10688,1186,1
Afghanistan,22/07/2020,AF,33.93911,67.709953,35727,112,10613,1190,4
Afghanistan,23/07/2020,AF,33.93911,67.709953,35928,201,10167,1211,21
Afghanistan,24/07/2020,AF,33.93911,67.709953,35981,53,10154,1225,14
Afghanistan,25/07/2020,AF,33.93911,67.709953,36036,55,9995,1248,23
Afghanistan,26/07/2020,AF,33.93911,67.709953,36157,121,9718,1259,11
Afghanistan,27/07/2020,AF,33.93911,67.709953,36263,106,9796,1269,10
Afghanistan,28/07/2020,AF,33.93911,67.709953,36368,105,9740,1270,1
Afghanistan,29/07/2020,AF,33.93911,67.709953,36471,103,9811,1271,1
Afghanistan,30/07/2020,AF,33.93911,67.709953,36542,71,9800,1271,0
Afghanistan,31/07/2020,AF,33.93911,67.709953,36675,133,9894,1272,1
Afghanistan,01/08/2020,AF,33.93911,67.709953,36710,35,9918,1283,11
Afghanistan,02/08/2020,AF,33.93911,67.709953,36710,0,9916,1284,1
Afghanistan,03/08/2020,AF,33.93911,67.709953,36747,37,9790,1288,4
Afghanistan,04/08/2020,AF,33.93911,67.709953,36782,35,9825,1288,0
Afghanistan,05/08/2020,AF,33.93911,67.709953,36829,47,9793,1294,6
Afghanistan,06/08/2020,AF,33.93911,67.709953,36896,67,9758,1298,4
Afghanistan,07/08/2020,AF,33.93911,67.709953,37015,119,9805,1307,9
Afghanistan,08/08/2020,AF,33.93911,67.709953,37054,39,9782,1312,5
Afghanistan,09/08/2020,AF,33.93911,67.709953,37054,0,9600,1324,12
Afghanistan,10/08/2020,AF,33.93911,67.709953,37162,108,9606,1328,4
Afghanistan,11/08/2020,AF,33.93911,67.709953,37269,107,9510,1344,16
Afghanistan,12/08/2020,AF,33.93911,67.709953,37345,76,9297,1354,10
Afghanistan,13/08/2020,AF,33.93911,67.709953,37424,79,9347,1363,9
Afghanistan,14/08/2020,AF,33.93911,67.709953,37431,7,9354,1363,0
Afghanistan,15/08/2020,AF,33.93911,67.709953,37551,120,9015,1370,7
Afghanistan,16/08/2020,AF,33.93911,67.709953,37596,45,9055,1375,5
Afghanistan,17/08/2020,AF,33.93911,67.709953,37599,3,9058,1375,0
Afghanistan,18/08/2020,AF,33.93911,67.709953,37599,0,9058,1375,0
Afghanistan,19/08/2020,AF,33.93911,67.709953,37599,0,9058,1375,0
Afghanistan,20/08/2020,AF,33.93911,67.709953,37856,257,8790,1385,10
Afghanistan,21/08/2020,AF,33.93911,67.709953,37894,38,8493,1385,0
Afghanistan,22/08/2020,AF,33.93911,67.709953,37953,59,8552,1385,0
Afghanistan,23/08/2020,AF,33.93911,67.709953,37999,46,8432,1387,2
Afghanistan,24/08/2020,AF,33.93911,67.709953,38054,55,8305,1389,2
Afghanistan,25/08/2020,AF,33.93911,67.709953,38070,16,8233,1397,8
Afghanistan,26/08/2020,AF,33.93911,67.709953,38113,43,7670,1401,4
Afghanistan,27/08/2020,AF,33.93911,67.709953,38129,16,7682,1401,0
Afghanistan,28/08/2020,AF,33.93911,67.709953,38140,11,7679,1402,1
Afghanistan,29/08/2020,AF,33.93911,67.709953,38143,3,7678,1402,0
Afghanistan,30/08/2020,AF,33.93911,67.709953,38162,19,7671,1402,0
Afghanistan,31/08/2020,AF,33.93911,67.709953,38165,3,7674,1402,0
Afghanistan,01/09/2020,AF,33.93911,67.709953,38196,31,7559,1406,4
Afghanistan,02/09/2020,AF,33.93911,67.709953,38243,47,7519,1409,3
Afghanistan,03/09/2020,AF,33.93911,67.709953,38288,45,7489,1409,0
Afghanistan,04/09/2020,AF,33.93911,67.709953,38304,16,7182,1409,0
Afghanistan,05/09/2020,AF,33.93911,67.709953,38324,20,6833,1409,0
Afghanistan,06/09/2020,AF,33.93911,67.709953,38398,74,6449,1412,3
Afghanistan,07/09/2020,AF,33.93911,67.709953,38494,96,6522,1415,3
Afghanistan,08/09/2020,AF,33.93911,67.709953,38520,26,6387,1418,3
Afghanistan,09/09/2020,AF,33.93911,67.709953,38544,24,6076,1420,2
Afghanistan,10/09/2020,AF,33.93911,67.709953,38572,28,6023,1420,0
Afghanistan,11/09/2020,AF,33.93911,67.709953,38606,34,6032,1420,0
Afghanistan,12/09/2020,AF,33.93911,67.709953,38641,35,5987,1420,0
Afghanistan,13/09/2020,AF,33.93911,67.709953,38716,75,5658,1420,0
Afghanistan,14/09/2020,AF,33.93911,67.709953,38772,56,5274,1425,5
Afghanistan,15/09/2020,AF,33.93911,67.709953,38815,43,5291,1426,1
Afghanistan,16/09/2020,AF,33.93911,67.709953,38855,40,4916,1436,10
Afghanistan,17/09/2020,AF,33.93911,67.709953,38872,17,4931,1436,0
Afghanistan,18/09/2020,AF,33.93911,67.709953,38883,11,4870,1437,1
Afghanistan,19/09/2020,AF,33.93911,67.709953,38919,36,4906,1437,0
Afghanistan,20/09/2020,AF,33.93911,67.709953,39044,125,5027,1441,4
Afghanistan,21/09/2020,AF,33.93911,67.709953,39074,30,5054,1444,3
Afghanistan,22/09/2020,AF,33.93911,67.709953,39096,22,5075,1445,1
Afghanistan,23/09/2020,AF,33.93911,67.709953,39145,49,5089,1446,1
Afghanistan,24/09/2020,AF,33.93911,67.709953,39170,25,5100,1451,5
Afghanistan,25/09/2020,AF,33.93911,67.709953,39186,16,5116,1451,0
Afghanistan,26/09/2020,AF,33.93911,67.709953,39192,6,5104,1453,2
Afghanistan,27/09/2020,AF,33.93911,67.709953,39227,35,5132,1453,0
Afghanistan,28/09/2020,AF,33.93911,67.709953,39233,6,5136,1455,2
Afghanistan,29/09/2020,AF,33.93911,67.709953,39254,21,5050,1458,3
Afghanistan,30/09/2020,AF,33.93911,67.709953,39268,14,5021,1458,0
Afghanistan,01/10/2020,AF,33.93911,67.709953,39285,17,4985,1458,0
Afghanistan,02/10/2020,AF,33.93911,67.709953,39290,5,4990,1458,0
Afghanistan,03/10/2020,AF,33.93911,67.709953,39297,7,4993,1462,4
Afghanistan,04/10/2020,AF,33.93911,67.709953,39341,44,5027,1462,0
Afghanistan,05/10/2020,AF,33.93911,67.709953,39422,81,5077,1466,4
Afghanistan,06/10/2020,AF,33.93911,67.709953,39486,64,5042,1467,1
Afghanistan,07/10/2020,AF,33.93911,67.709953,39548,62,5034,1469,2
Afghanistan,08/10/2020,AF,33.93911,67.709953,39616,68,5088,1470,1
Afghanistan,09/10/2020,AF,33.93911,67.709953,39693,77,5163,1472,2
Afghanistan,10/10/2020,AF,33.93911,67.709953,39703,10,5166,1473,1
Afghanistan,11/10/2020,AF,33.93911,67.709953,39799,96,5208,1477,4
Afghanistan,12/10/2020,AF,33.93911,67.709953,39870,71,5273,1479,2
Afghanistan,13/10/2020,AF,33.93911,67.709953,39928,58,5140,1480,1
Afghanistan,14/10/2020,AF,33.93911,67.709953,39994,66,5159,1481,1
Afghanistan,15/10/2020,AF,33.93911,67.709953,40026,32,5098,1481,0
Afghanistan,16/10/2020,AF,33.93911,67.709953,40073,47,5072,1485,4
Afghanistan,17/10/2020,AF,33.93911,67.709953,40141,68,5092,1488,3
Afghanistan,18/10/2020,AF,33.93911,67.709953,40200,59,5094,1492,4
Afghanistan,19/10/2020,AF,33.93911,67.709953,40287,87,5030,1497,5
Afghanistan,20/10/2020,AF,33.93911,67.709953,40357,70,5068,1499,2
Afghanistan,21/10/2020,AF,33.93911,67.709953,40510,153,5185,1501,2
Afghanistan,22/10/2020,AF,33.93911,67.709953,40626,116,5290,1505,4
Afghanistan,23/10/2020,AF,33.93911,67.709953,40687,61,5170,1507,2
Afghanistan,24/10/2020,AF,33.93911,67.709953,40768,81,5234,1511,4
Afghanistan,25/10/2020,AF,33.93911,67.709953,40833,65,5190,1514,3
Afghanistan,26/10/2020,AF,33.93911,67.709953,40937,104,5269,1518,4
Afghanistan,27/10/2020,AF,33.93911,67.709953,41032,95,5292,1523,5
Afghanistan,28/10/2020,AF,33.93911,67.709953,41145,113,5379,1529,6
Afghanistan,29/10/2020,AF,33.93911,67.709953,41268,123,5497,1532,3
Afghanistan,30/10/2020,AF,33.93911,67.709953,41334,66,5543,1533,1
Afghanistan,31/10/2020,AF,33.93911,67.709953,41425,91,5568,1536,3
Afghanistan,01/11/2020,AF,33.93911,67.709953,41501,76,5639,1536,0
Afghanistan,02/11/2020,AF,33.93911,67.709953,41633,132,5750,1541,5
Afghanistan,03/11/2020,AF,33.93911,67.709953,41728,95,5829,1544,3
Afghanistan,04/11/2020,AF,33.93911,67.709953,41814,86,5904,1548,4
Afghanistan,05/11/2020,AF,33.93911,67.709953,41935,121,5941,1554,6
Afghanistan,06/11/2020,AF,33.93911,67.709953,41975,40,5981,1554,0
Afghanistan,07/11/2020,AF,33.93911,67.709953,42033,58,6031,1556,2
Afghanistan,08/11/2020,AF,33.93911,67.709953,42092,59,6076,1558,2
Afghanistan,09/11/2020,AF,33.93911,67.709953,42297,205,6002,1574,16
Afghanistan,10/11/2020,AF,33.93911,67.709953,42463,166,5932,1577,3
Afghanistan,11/11/2020,AF,33.93911,67.709953,42609,146,6061,1581,4
Afghanistan,12/11/2020,AF,33.93911,67.709953,42795,186,6180,1591,10
Afghanistan,13/11/2020,AF,33.93911,67.709953,42969,174,6338,1595,4
Afghanistan,14/11/2020,AF,33.93911,67.709953,43035,66,6363,1605,10
Afghanistan,15/11/2020,AF,33.93911,67.709953,43240,205,6531,1617,12
Afghanistan,16/11/2020,AF,33.93911,67.709953,43403,163,6640,1626,9
Afghanistan,17/11/2020,AF,33.93911,67.709953,43628,225,6830,1638,12
Afghanistan,18/11/2020,AF,33.93911,67.709953,43851,223,6911,1645,7
Afghanistan,19/11/2020,AF,33.93911,67.709953,44228,377,7228,1650,5
Afghanistan,20/11/2020,AF,33.93911,67.709953,44443,215,7412,1661,11
Afghanistan,21/11/2020,AF,33.93911,67.709953,44503,60,7406,1675,14
Afghanistan,22/11/2020,AF,33.93911,67.709953,44706,203,7085,1687,12
Afghanistan,23/11/2020,AF,33.93911,67.709953,44988,282,7317,1695,8
Afghanistan,24/11/2020,AF,33.93911,67.709953,45280,292,7446,1712,17
Afghanistan,25/11/2020,AF,33.93911,67.709953,45490,210,7620,1725,13
Afghanistan,26/11/2020,AF,33.93911,67.709953,45716,226,7747,1737,12
Afghanistan,27/11/2020,AF,33.93911,67.709953,45839,123,7804,1740,3
Afghanistan,28/11/2020,AF,33.93911,67.709953,45966,127,7505,1752,12
Afghanistan,29/11/2020,AF,33.93911,67.709953,46215,249,7721,1763,11
Afghanistan,30/11/2020,AF,33.93911,67.709953,46498,283,7936,1774,11
Afghanistan,01/12/2020,AF,33.93911,67.709953,46717,219,8013,1797,23
Afghanistan,02/12/2020,AF,33.93911,67.709953,46980,263,8132,1822,25
Afghanistan,03/12/2020,AF,33.93911,67.709953,47258,278,8115,1841,19
Afghanistan,04/12/2020,AF,33.93911,67.709953,47388,130,8194,1847,6
Afghanistan,05/12/2020,AF,33.93911,67.709953,47641,253,8291,1865,18
Afghanistan,06/12/2020,AF,33.93911,67.709953,47901,260,8244,1875,10
Afghanistan,07/12/2020,AF,33.93911,67.709953,48136,235,8250,1902,27
Afghanistan,08/12/2020,AF,33.93911,67.709953,48366,230,8425,1908,6
Afghanistan,09/12/2020,AF,33.93911,67.709953,48540,174,8469,1921,13
Afghanistan,10/12/2020,AF,33.93911,67.709953,48753,213,8593,1939,18
Afghanistan,11/12/2020,AF,33.93911,67.709953,48826,73,8611,1949,10
Afghanistan,12/12/2020,AF,33.93911,67.709953,48952,126,8664,1960,11
Afghanistan,13/12/2020,AF,33.93911,67.709953,49273,321,8918,1971,11
Afghanistan,14/12/2020,AF,33.93911,67.709953,49484,211,9099,1975,4
Afghanistan,15/12/2020,AF,33.93911,67.709953,49703,219,9202,2001,26
Afghanistan,16/12/2020,AF,33.93911,67.709953,49970,267,9305,2017,16
Afghanistan,17/12/2020,AF,33.93911,67.709953,50202,232,9484,2032,15
Afghanistan,18/12/2020,AF,33.93911,67.709953,50445,243,9687,2037,5
Afghanistan,19/12/2020,AF,33.93911,67.709953,50536,91,9683,2054,17
Afghanistan,20/12/2020,AF,33.93911,67.709953,50677,141,9430,2089,35
Afghanistan,21/12/2020,AF,33.93911,67.709953,50888,211,9098,2089,0
Afghanistan,22/12/2020,AF,33.93911,67.709953,51089,201,9200,2105,16
Afghanistan,23/12/2020,AF,33.93911,67.709953,51357,268,9331,2126,21
Afghanistan,24/12/2020,AF,33.93911,67.709953,51595,238,8889,2135,9
Afghanistan,25/12/2020,AF,33.93911,67.709953,51764,169,8951,2148,13
Afghanistan,26/12/2020,AF,33.93911,67.709953,51844,80,8674,2158,10
Afghanistan,27/12/2020,AF,33.93911,67.709953,52007,163,8506,2170,12
Afghanistan,28/12/2020,AF,33.93911,67.709953,52147,140,8355,2182,12
Afghanistan,29/12/2020,AF,33.93911,67.709953,52330,183,8340,2189,7
Afghanistan,30/12/2020,AF,33.93911,67.709953,52330,0,8340,2189,0
Afghanistan,31/12/2020,AF,33.93911,67.709953,52513,183,8306,2201,12
Afghanistan,01/01/2021,AF,33.93911,67.709953,52586,73,8200,2211,10
Afghanistan,02/01/2021,AF,33.93911,67.709953,52709,123,8197,2221,10
Afghanistan,03/01/2021,AF,33.93911,67.709953,52909,200,8274,2230,9
Afghanistan,04/01/2021,AF,33.93911,67.709953,53011,102,8244,2237,7
Afghanistan,05/01/2021,AF,33.93911,67.709953,53105,94,8195,2244,7
Afghanistan,06/01/2021,AF,33.93911,67.709953,53207,102,8114,2253,9
Afghanistan,07/01/2021,AF,33.93911,67.709953,53332,125,7784,2257,4
Afghanistan,08/01/2021,AF,33.93911,67.709953,53400,68,7696,2264,7
Afghanistan,09/01/2021,AF,33.93911,67.709953,53489,89,7472,2277,13
Afghanistan,10/01/2021,AF,33.93911,67.709953,53522,33,7286,2288,11
Afghanistan,11/01/2021,AF,33.93911,67.709953,53584,62,7146,2301,13
Afghanistan,12/01/2021,AF,33.93911,67.709953,53690,106,6774,2308,7
Afghanistan,13/01/2021,AF,33.93911,67.709953,53774,84,6607,2317,9
Afghanistan,14/01/2021,AF,33.93911,67.709953,53831,57,6209,2324,7
Afghanistan,15/01/2021,AF,33.93911,67.709953,53938,107,6168,2336,12
Afghanistan,16/01/2021,AF,33.93911,67.709953,53984,46,6180,2339,3
Afghanistan,17/01/2021,AF,33.93911,67.709953,54062,78,5851,2343,4
Afghanistan,18/01/2021,AF,33.93911,67.709953,54141,79,5436,2346,3
Afghanistan,19/01/2021,AF,33.93911,67.709953,54278,137,5370,2354,8
Afghanistan,20/01/2021,AF,33.93911,67.709953,54403,125,5281,2363,9
Afghanistan,21/01/2021,AF,33.93911,67.709953,54483,80,5226,2370,7
Afghanistan,22/01/2021,AF,33.93911,67.709953,54559,76,5274,2373,3
Afghanistan,23/01/2021,AF,33.93911,67.709953,54595,36,5274,2378,5
Afghanistan,24/01/2021,AF,33.93911,67.709953,54672,77,4989,2385,7
Afghanistan,25/01/2021,AF,33.93911,67.709953,54750,78,4996,2389,4
Afghanistan,26/01/2021,AF,33.93911,67.709953,54854,104,5006,2389,0
Afghanistan,27/01/2021,AF,33.93911,67.709953,54891,37,4945,2397,8
Afghanistan,28/01/2021,AF,33.93911,67.709953,54939,48,4957,2399,2
Afghanistan,29/01/2021,AF,33.93911,67.709953,55008,69,5002,2400,1
Afghanistan,30/01/2021,AF,33.93911,67.709953,55023,15,5014,2400,0
Afghanistan,31/01/2021,AF,33.93911,67.709953,55059,36,4976,2404,4
Afghanistan,01/02/2021,AF,33.93911,67.709953,55121,62,4993,2405,1
