country,date,orderedDays,CountryCode,latitude,longitude,totalVaccinations,peopleVaccinated,peopleFullyVaccinated,dailyVaccinationsRaw,dailyVaccinations,totalVaccinationsPerHundred,peopleVaccinatedPerHundred,peopleFullyVaccinatedPerHundred,dailyVaccinationsPerMillion,vaccines
Mauritius,2021-02-17,67,MU,-20.348404,57.552152,3843,3843,44483,2765,227,0.3,0.3,10.07,1332,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2020-12-24,12,MX,23.634501,-102.552784,2924,2924,44483,2765,227,0,0,10.07,453,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2020-12-25,13,MX,23.634501,-102.552784,2924,2924,44483,2765,1300,0,0,10.07,2806,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2020-12-26,14,MX,23.634501,-102.552784,2924,2924,44483,2765,1300,0,0,10.07,2547,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Mexico,2020-12-27,15,MX,23.634501,-102.552784,6824,6824,44483,2765,1300,0.01,0.01,10.07,1604,Pfizer/BioNTech
Mexico,2020-12-28,16,MX,23.634501,-102.552784,9579,9579,44483,2755,1664,0.01,0.01,10.07,28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2020-12-29,17,MX,23.634501,-102.552784,18529,18529,44483,8950,3121,0.01,0.01,10.07,9348,"Moderna, Pfizer/BioNTech"
Mexico,2020-12-30,18,MX,23.634501,-102.552784,24998,24998,44483,6469,3679,0.02,0.02,10.07,4561,Pfizer/BioNTech
Mexico,2020-12-31,19,MX,23.634501,-102.552784,24998,24998,44483,6469,3695,0.02,0.02,10.07,772,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-01,20,MX,23.634501,-102.552784,24998,24998,44483,6469,4051,0.02,0.02,10.07,7492,"EpiVacCorona, Sputnik V"
Mexico,2021-01-02,21,MX,23.634501,-102.552784,24998,24998,44483,6469,4407,0.02,0.02,10.07,376,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Mexico,2021-01-03,22,MX,23.634501,-102.552784,24998,24998,44483,6469,4763,0.02,0.02,10.07,342,"Oxford/AstraZeneca, Sinopharm/Beijing"
Mexico,2021-01-04,23,MX,23.634501,-102.552784,43960,43960,44483,6469,4912,0.03,0.03,10.07,6601,"Moderna, Pfizer/BioNTech"
Mexico,2021-01-05,24,MX,23.634501,-102.552784,48236,48236,44483,4276,4244,0.04,0.04,10.07,4111,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-06,25,MX,23.634501,-102.552784,53185,53185,44483,4949,4027,0.04,0.04,10.07,1380,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-07,26,MX,23.634501,-102.552784,58402,58402,44483,5217,4230,0.05,0.05,10.07,2469,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-08,27,MX,23.634501,-102.552784,67468,67468,44483,9066,4984,0.05,0.05,10.07,2690,"Moderna, Pfizer/BioNTech"
Mexico,2021-01-09,28,MX,23.634501,-102.552784,74794,74794,44483,7326,5488,0.06,0.06,10.07,320,Sinovac
Mexico,2021-01-10,29,MX,23.634501,-102.552784,81300,81300,44483,6506,5876,0.06,0.06,10.07,49,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-11,30,MX,23.634501,-102.552784,87060,87060,44483,5760,6157,0.07,0.07,10.07,2336,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Mexico,2021-01-12,31,MX,23.634501,-102.552784,92879,92879,44483,5819,6378,0.07,0.07,10.07,43,Pfizer/BioNTech
Mexico,2021-01-13,32,MX,23.634501,-102.552784,192567,192567,44483,99688,19912,0.15,0.15,10.07,581,Sputnik V
Mexico,2021-01-14,33,MX,23.634501,-102.552784,329983,329983,44483,137416,38797,0.26,0.26,10.07,2299,Pfizer/BioNTech
Mexico,2021-01-15,34,MX,23.634501,-102.552784,417375,415417,1958,87392,49987,0.32,0.32,0,2499,Oxford/AstraZeneca
Mexico,2021-01-16,35,MX,23.634501,-102.552784,463246,461025,2221,45871,55493,0.36,0.36,0,3818,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Mexico,2021-01-17,36,MX,23.634501,-102.552784,472142,468708,3434,8896,55835,0.37,0.36,0,1394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-18,37,MX,23.634501,-102.552784,492529,485983,6546,20387,57924,0.38,0.38,0.01,483,Sinovac
Mexico,2021-01-19,38,MX,23.634501,-102.552784,498122,488513,9609,5593,57892,0.39,0.38,0.01,322,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Mexico,2021-01-20,39,MX,23.634501,-102.552784,501030,489628,11402,2908,44066,0.39,0.38,0.01,323,Oxford/AstraZeneca
Mexico,2021-01-21,40,MX,23.634501,-102.552784,552335,534317,18018,51305,31765,0.43,0.41,0.01,4871,Sputnik V
Mexico,2021-01-22,41,MX,23.634501,-102.552784,614808,594725,20083,62473,28205,0.48,0.46,0.02,17734,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-23,42,MX,23.634501,-102.552784,618768,596296,22472,3960,22217,0.48,0.46,0.02,2565,Pfizer/BioNTech
Mexico,2021-01-24,43,MX,23.634501,-102.552784,629626,604441,25185,10858,22498,0.49,0.47,0.02,2068,Sputnik V
Mexico,2021-01-25,44,MX,23.634501,-102.552784,645105,616390,28715,15479,21797,0.5,0.48,0.02,2117,"Oxford/AstraZeneca, Sinovac"
Mexico,2021-01-26,45,MX,23.634501,-102.552784,652319,621005,31314,7214,22028,0.51,0.48,0.02,627,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-27,46,MX,23.634501,-102.552784,656044,624730,31314,3725,22145,0.51,0.48,0.02,2098,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-01-28,47,MX,23.634501,-102.552784,657842,626528,31314,1798,15072,0.51,0.49,0.02,2166,"Pfizer/BioNTech, Sinovac"
Mexico,2021-01-29,48,MX,23.634501,-102.552784,662217,630820,31397,4375,6773,0.51,0.49,0.02,3281,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Mexico,2021-01-30,49,MX,23.634501,-102.552784,670307,631298,39009,8090,7363,0.52,0.49,0.03,33,Pfizer/BioNTech
Mexico,2021-01-31,50,MX,23.634501,-102.552784,673327,631485,41842,3020,6243,0.52,0.49,0.03,5468,Pfizer/BioNTech
Mexico,2021-02-01,51,MX,23.634501,-102.552784,675202,631747,43455,1875,4300,0.52,0.49,0.03,4643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-02,52,MX,23.634501,-102.552784,677539,631791,45748,2337,3603,0.53,0.49,0.04,25,Pfizer/BioNTech
Mexico,2021-02-03,53,MX,23.634501,-102.552784,686601,632439,54162,9062,4365,0.53,0.49,0.04,118,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-04,54,MX,23.634501,-102.552784,695088,634346,60742,8487,5321,0.54,0.49,0.05,35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-05,55,MX,23.634501,-102.552784,700316,636070,64246,5228,5443,0.54,0.49,0.05,357,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-06,56,MX,23.634501,-102.552784,710198,637098,73100,9882,5699,0.55,0.49,0.06,815,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-07,57,MX,23.634501,-102.552784,713517,637681,75836,3319,5741,0.55,0.49,0.06,6266,Pfizer/BioNTech
Mexico,2021-02-08,58,MX,23.634501,-102.552784,717820,638391,79429,4303,6088,0.56,0.5,0.06,878,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-09,59,MX,23.634501,-102.552784,724347,640129,84218,6527,6687,0.56,0.5,0.07,168,Pfizer/BioNTech
Mexico,2021-02-10,60,MX,23.634501,-102.552784,724707,640115,84592,360,5444,0.56,0.5,0.07,1872,Pfizer/BioNTech
Mexico,2021-02-11,61,MX,23.634501,-102.552784,725447,640115,85332,740,4337,0.56,0.5,0.07,979,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Mexico,2021-02-12,62,MX,23.634501,-102.552784,726002,640115,85887,555,3669,0.56,0.5,0.07,4532,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-13,63,MX,23.634501,-102.552784,726313,640125,86188,311,2302,0.56,0.5,0.07,782,"Covaxin, Oxford/AstraZeneca"
Mexico,2021-02-14,64,MX,23.634501,-102.552784,726313,640125,86188,311,3497,0.56,0.5,0.07,10394,Sinovac
Mexico,2021-02-15,65,MX,23.634501,-102.552784,749682,663484,86198,311,4552,0.58,0.51,0.07,44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-16,66,MX,23.634501,-102.552784,915383,829185,86198,165701,27291,0.71,0.64,0.07,1533,"Moderna, Pfizer/BioNTech"
Mexico,2021-02-17,67,MX,23.634501,-102.552784,1058139,958473,99666,142756,47633,0.82,0.74,0.08,10904,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-18,68,MX,23.634501,-102.552784,1318055,958473,99666,259916,84658,1.02,0.74,0.08,42,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-19,69,MX,23.634501,-102.552784,1574158,1155227,418931,256103,121165,1.22,0.9,0.32,1014,"Pfizer/BioNTech, Sinopharm/Beijing"
Mexico,2021-02-20,70,MX,23.634501,-102.552784,1656304,1210886,445418,82146,132856,1.28,0.94,0.35,2085,Sputnik V
Mexico,2021-02-21,71,MX,23.634501,-102.552784,1689158,1236103,453055,32854,135880,1.31,0.96,0.35,114,Pfizer/BioNTech
Mexico,2021-02-22,72,MX,23.634501,-102.552784,1733404,1277187,456217,44246,140532,1.34,0.99,0.35,1463,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-23,73,MX,23.634501,-102.552784,1801156,1336854,464302,67752,126539,1.4,1.04,0.36,3465,"Moderna, Pfizer/BioNTech"
Mexico,2021-02-24,74,MX,23.634501,-102.552784,1900784,1425395,475389,99628,120378,1.47,1.11,0.37,439,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-25,75,MX,23.634501,-102.552784,2088813,1562401,526412,188029,110108,1.62,1.21,0.41,227,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-02-26,76,MX,23.634501,-102.552784,2271032,1708721,562311,182219,99553,1.76,1.33,0.44,1722,Oxford/AstraZeneca
Mexico,2021-02-27,77,MX,23.634501,-102.552784,2383411,1818034,565377,112379,103872,1.85,1.41,0.44,3580,Pfizer/BioNTech
Mexico,2021-02-28,78,MX,23.634501,-102.552784,2455095,1889672,565423,71684,109420,1.9,1.47,0.44,2913,Oxford/AstraZeneca
Mexico,2021-03-01,79,MX,23.634501,-102.552784,2526863,1959525,567338,71768,113351,1.96,1.52,0.44,5556,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Mexico,2021-03-02,80,MX,23.634501,-102.552784,2583435,2012853,570582,56572,111754,2,1.56,0.44,161,Pfizer/BioNTech
Mexico,2021-03-03,81,MX,23.634501,-102.552784,2633580,2043941,589639,50145,104685,2.04,1.59,0.46,2573,"Oxford/AstraZeneca, Sinopharm/Beijing"
Mexico,2021-03-04,82,MX,23.634501,-102.552784,2676035,2043941,589639,42455,83889,2.08,1.59,0.46,2412,Oxford/AstraZeneca
Mexico,2021-03-05,83,MX,23.634501,-102.552784,2731900,2128766,603134,55865,65838,2.12,1.65,0.47,1748,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-06,84,MX,23.634501,-102.552784,2765805,2162358,603447,33905,54628,2.15,1.68,0.47,1869,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-07,85,MX,23.634501,-102.552784,2793106,2162358,603447,27301,48287,2.17,1.68,0.47,31700,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-08,86,MX,23.634501,-102.552784,2849630,2245291,604339,56524,46110,2.21,1.74,0.47,2637,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Mexico,2021-03-09,87,MX,23.634501,-102.552784,3100868,2495067,605801,251238,73919,2.41,1.94,0.47,1356,Pfizer/BioNTech
Mexico,2021-03-10,88,MX,23.634501,-102.552784,3488000,2882000,606000,387132,122060,2.71,2.24,0.47,2595,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-11,89,MX,23.634501,-102.552784,3800000,2882000,606000,312000,160566,2.95,2.24,0.47,62,"Moderna, Pfizer/BioNTech"
Mexico,2021-03-12,90,MX,23.634501,-102.552784,4005131,3395671,609460,205131,181890,3.11,2.63,0.47,2968,Pfizer/BioNTech
Mexico,2021-03-13,91,MX,23.634501,-102.552784,4214294,3604420,609874,209163,206927,3.27,2.8,0.47,558,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-14,92,MX,23.634501,-102.552784,4339926,3730045,609881,125632,220974,3.37,2.89,0.47,4302,"EpiVacCorona, Sputnik V"
Mexico,2021-03-15,93,MX,23.634501,-102.552784,4404608,3794719,609889,64682,222140,3.42,2.94,0.47,2623,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Mexico,2021-03-16,94,MX,23.634501,-102.552784,4530784,3794719,609889,126176,204274,3.51,2.94,0.47,352,"Oxford/AstraZeneca, Sinopharm/Beijing"
Mexico,2021-03-17,95,MX,23.634501,-102.552784,4737622,4110741,626881,206838,178517,3.67,3.19,0.49,335,"Moderna, Pfizer/BioNTech"
Mexico,2021-03-18,96,MX,23.634501,-102.552784,4947522,4300720,646802,209900,163932,3.84,3.34,0.5,45,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-19,97,MX,23.634501,-102.552784,5186751,4300720,646802,239229,168803,4.02,3.34,0.5,2476,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-20,98,MX,23.634501,-102.552784,5459014,4763347,695667,272263,177817,4.23,3.69,0.54,13295,"Oxford/AstraZeneca, Pfizer/BioNTech"
Mexico,2021-03-21,99,MX,23.634501,-102.552784,5612291,4895523,716768,153277,181766,4.35,3.8,0.56,1822,"Moderna, Pfizer/BioNTech"
Mexico,2021-03-22,100,MX,23.634501,-102.552784,5781359,5046896,734463,169068,196679,4.48,3.91,0.57,25,Sinovac
Moldova,2021-03-05,83,MD,47.411631,28.369885,3849,3849,734463,169068,196679,0.1,0.1,0.57,5768,"Oxford/AstraZeneca, Pfizer/BioNTech"
Moldova,2021-03-06,84,MD,47.411631,28.369885,3849,3849,734463,169068,520,0.1,0.1,0.57,1115,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Moldova,2021-03-07,85,MD,47.411631,28.369885,3849,3849,734463,169068,520,0.1,0.1,0.57,98,Pfizer/BioNTech
Moldova,2021-03-08,86,MD,47.411631,28.369885,3849,3849,734463,169068,520,0.1,0.1,0.57,2063,Sputnik V
Moldova,2021-03-09,87,MD,47.411631,28.369885,3849,3849,734463,169068,520,0.1,0.1,0.57,1317,Pfizer/BioNTech
Moldova,2021-03-10,88,MD,47.411631,28.369885,6447,6447,734463,169068,520,0.16,0.16,0.57,453,Oxford/AstraZeneca
Moldova,2021-03-11,89,MD,47.411631,28.369885,8116,8116,734463,1669,711,0.2,0.2,0.57,2884,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Moldova,2021-03-12,90,MD,47.411631,28.369885,9341,9341,734463,1225,785,0.23,0.23,0.57,2531,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Moldova,2021-03-13,91,MD,47.411631,28.369885,11431,11431,734463,2090,1009,0.28,0.28,0.57,1578,Sinovac
Moldova,2021-03-14,92,MD,47.411631,28.369885,11431,11431,734463,2090,1029,0.28,0.28,0.57,28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Moldova,2021-03-15,93,MD,47.411631,28.369885,12754,12754,734463,2090,1049,0.32,0.32,0.57,9378,Oxford/AstraZeneca
Moldova,2021-03-16,94,MD,47.411631,28.369885,14814,14814,734463,2060,1270,0.37,0.37,0.57,4743,Sputnik V
Moldova,2021-03-17,95,MD,47.411631,28.369885,16131,16131,734463,1317,1383,0.4,0.4,0.57,806,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Moldova,2021-03-18,96,MD,47.411631,28.369885,16131,16131,734463,1317,1321,0.4,0.4,0.57,7492,Pfizer/BioNTech
Moldova,2021-03-19,97,MD,47.411631,28.369885,18593,18593,734463,1317,1322,0.46,0.46,0.57,415,Sputnik V
Moldova,2021-03-20,98,MD,47.411631,28.369885,18593,18593,734463,1317,1159,0.46,0.46,0.57,312,"Oxford/AstraZeneca, Sinovac"
Moldova,2021-03-21,99,MD,47.411631,28.369885,20494,20494,734463,1317,1200,0.51,0.51,0.57,5801,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2020-12-30,18,MC,43.750298,7.412841,0,20494,734463,1317,1200,0,0.51,0.57,4399,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2020-12-31,19,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,1523,"Pfizer/BioNTech, Sinovac"
Monaco,2021-01-01,20,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,2578,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Monaco,2021-01-02,21,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,2689,Pfizer/BioNTech
Monaco,2021-01-03,22,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,359,Pfizer/BioNTech
Monaco,2021-01-04,23,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-05,24,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,2284,Pfizer/BioNTech
Monaco,2021-01-06,25,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-07,26,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,501,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-08,27,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,2285,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-09,28,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,2542,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-10,29,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,3818,Pfizer/BioNTech
Monaco,2021-01-11,30,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,1266,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-12,31,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,483,Pfizer/BioNTech
Monaco,2021-01-13,32,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,322,Pfizer/BioNTech
Monaco,2021-01-14,33,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,306,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Monaco,2021-01-15,34,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,4979,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-16,35,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,20510,"Covaxin, Oxford/AstraZeneca"
Monaco,2021-01-17,36,MC,43.750298,7.412841,0,20494,734463,1317,126,0,0.51,0.57,2565,Sinovac
Monaco,2021-01-18,37,MC,43.750298,7.412841,2400,20494,734463,1317,126,6.12,0.51,0.57,1957,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-19,38,MC,43.750298,7.412841,2400,20494,734463,1317,150,6.12,0.51,0.57,2188,"Moderna, Pfizer/BioNTech"
Monaco,2021-01-20,39,MC,43.750298,7.412841,2400,20494,734463,1317,174,6.12,0.51,0.57,627,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-21,40,MC,43.750298,7.412841,2400,20494,734463,1317,198,6.12,0.51,0.57,2088,"Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-22,41,MC,43.750298,7.412841,2400,20494,734463,1317,222,6.12,0.51,0.57,2149,"Pfizer/BioNTech, Sinopharm/Beijing"
Monaco,2021-01-23,42,MC,43.750298,7.412841,2400,20494,734463,1317,246,6.12,0.51,0.57,2336,Sputnik V
Monaco,2021-01-24,43,MC,43.750298,7.412841,2400,20494,734463,1317,270,6.12,0.51,0.57,3356,Pfizer/BioNTech
Monaco,2021-01-25,44,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-26,45,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,5657,"Moderna, Pfizer/BioNTech"
Monaco,2021-01-27,46,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,4919,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-28,47,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,7444,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-01-29,48,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,31,Oxford/AstraZeneca
Monaco,2021-01-30,49,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,145,Pfizer/BioNTech
Monaco,2021-01-31,50,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,35,Oxford/AstraZeneca
Monaco,2021-02-01,51,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Monaco,2021-02-02,52,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,932,Pfizer/BioNTech
Monaco,2021-02-03,53,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,5999,"Oxford/AstraZeneca, Sinopharm/Beijing"
Monaco,2021-02-04,54,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,963,Oxford/AstraZeneca
Monaco,2021-02-05,55,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,179,Oxford/AstraZeneca
Monaco,2021-02-06,56,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,1938,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-07,57,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,979,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-08,58,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,4532,"Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-09,59,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,794,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Monaco,2021-02-10,60,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,10972,Pfizer/BioNTech
Monaco,2021-02-11,61,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-12,62,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,1516,"Moderna, Pfizer/BioNTech"
Monaco,2021-02-13,63,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,2751,Pfizer/BioNTech
Monaco,2021-02-14,64,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,10406,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-15,65,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,42,"EpiVacCorona, Sputnik V"
Monaco,2021-02-16,66,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,997,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Monaco,2021-02-17,67,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,1914,"Oxford/AstraZeneca, Sinopharm/Beijing"
Monaco,2021-02-18,68,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,131,"Moderna, Pfizer/BioNTech"
Monaco,2021-02-19,69,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,1479,"Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-20,70,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,3459,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-21,71,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,439,"Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-22,72,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,255,"Moderna, Pfizer/BioNTech"
Monaco,2021-02-23,73,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,1677,Sinovac
Monaco,2021-02-24,74,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,3577,"Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-02-25,75,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,2943,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Monaco,2021-02-26,76,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,5556,Pfizer/BioNTech
Monaco,2021-02-27,77,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,171,Sputnik V
Monaco,2021-02-28,78,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,2581,Pfizer/BioNTech
Monaco,2021-03-01,79,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,2270,Oxford/AstraZeneca
Monaco,2021-03-02,80,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,1749,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Monaco,2021-03-03,81,MC,43.750298,7.412841,2400,20494,734463,1317,294,6.12,0.51,0.57,1917,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Monaco,2021-03-04,82,MC,43.750298,7.412841,15612,8449,7163,1317,294,39.78,21.53,18.25,27040,Sinovac
Monaco,2021-03-05,83,MC,43.750298,7.412841,15612,8449,7163,1317,275,39.78,21.53,18.25,2827,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Monaco,2021-03-06,84,MC,43.750298,7.412841,15612,8449,7163,1317,257,39.78,21.53,18.25,1356,Oxford/AstraZeneca
