country,date,orderedDays,CountryCode,latitude,longitude,totalVaccinations,peopleVaccinated,peopleFullyVaccinated,dailyVaccinationsRaw,dailyVaccinations,totalVaccinationsPerHundred,peopleVaccinatedPerHundred,peopleFullyVaccinatedPerHundred,dailyVaccinationsPerMillion,vaccines
Afghanistan,2021-02-22,72,AF,33.93911,67.709953,0,0,0,0,0,0,0,0,11495,Pfizer/BioNTech
Afghanistan,2021-02-23,73,AF,33.93911,67.709953,0,0,0,0,1367,0,0,0,792,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Afghanistan,2021-02-24,74,AF,33.93911,67.709953,0,0,0,0,1367,0,0,0,1239,"Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-02-25,75,AF,33.93911,67.709953,0,0,0,0,1367,0,0,0,19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Afghanistan,2021-02-26,76,AF,33.93911,67.709953,0,0,0,0,1367,0,0,0,12603,Oxford/AstraZeneca
Afghanistan,2021-02-27,77,AF,33.93911,67.709953,0,0,0,0,1367,0,0,0,2680,"Oxford/AstraZeneca, Sinovac"
Afghanistan,2021-02-28,78,AF,33.93911,67.709953,8200,8200,0,0,1367,0.02,0.02,0,1239,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-01,79,AF,33.93911,67.709953,8200,8200,0,0,1580,0.02,0.02,0,40,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-02,80,AF,33.93911,67.709953,8200,8200,0,0,1794,0.02,0.02,0,130,"Pfizer/BioNTech, Sinovac"
Afghanistan,2021-03-03,81,AF,33.93911,67.709953,8200,8200,0,0,2008,0.02,0.02,0,23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-04,82,AF,33.93911,67.709953,8200,8200,0,0,2221,0.02,0.02,0,1239,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-05,83,AF,33.93911,67.709953,8200,8200,0,0,2435,0.02,0.02,0,64,Pfizer/BioNTech
Afghanistan,2021-03-06,84,AF,33.93911,67.709953,8200,8200,0,0,2649,0.02,0.02,0,130,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-07,85,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Afghanistan,2021-03-08,86,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,1239,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-09,87,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,74,"Covaxin, Oxford/AstraZeneca"
Afghanistan,2021-03-10,88,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,130,Sinovac
Afghanistan,2021-03-11,89,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,23,"Moderna, Pfizer/BioNTech"
Afghanistan,2021-03-12,90,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,1239,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-13,91,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,63,Pfizer/BioNTech
Afghanistan,2021-03-14,92,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,130,Pfizer/BioNTech
Afghanistan,2021-03-15,93,AF,33.93911,67.709953,8200,8200,0,0,2862,0.02,0.02,0,8244,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Afghanistan,2021-03-16,94,AF,33.93911,67.709953,54000,54000,0,0,2862,0.14,0.14,0,23,Pfizer/BioNTech
Albania,2021-01-10,29,AL,41.153332,20.168331,0,0,0,0,2862,0,0,0,1239,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-01-11,30,AL,41.153332,20.168331,0,0,0,0,64,0,0,0,56,Oxford/AstraZeneca
Albania,2021-01-12,31,AL,41.153332,20.168331,128,128,0,0,64,0,0,0,130,"Pfizer/BioNTech, Sinovac"
Albania,2021-01-13,32,AL,41.153332,20.168331,188,188,0,60,63,0.01,0.01,0,848,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Albania,2021-01-14,33,AL,41.153332,20.168331,266,266,0,78,66,0.01,0.01,0,23,"Oxford/AstraZeneca, Sinopharm/Beijing"
Albania,2021-01-15,34,AL,41.153332,20.168331,308,308,0,42,62,0.01,0.01,0,1239,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-01-16,35,AL,41.153332,20.168331,369,369,0,61,62,0.01,0.01,0,8872,Sinovac
Albania,2021-01-17,36,AL,41.153332,20.168331,405,405,0,36,58,0.01,0.01,0,79,"Moderna, Pfizer/BioNTech"
Albania,2021-01-18,37,AL,41.153332,20.168331,447,447,0,42,55,0.02,0.02,0,130,Pfizer/BioNTech
Albania,2021-01-19,38,AL,41.153332,20.168331,483,483,0,36,51,0.02,0.02,0,1856,"EpiVacCorona, Sputnik V"
Albania,2021-01-20,39,AL,41.153332,20.168331,519,519,0,36,47,0.02,0.02,0,23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-01-21,40,AL,41.153332,20.168331,549,549,0,30,40,0.02,0.02,0,1161,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Albania,2021-01-22,41,AL,41.153332,20.168331,549,549,0,30,34,0.02,0.02,0,173,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-01-23,42,AL,41.153332,20.168331,549,549,0,30,26,0.02,0.02,0,98,Oxford/AstraZeneca
Albania,2021-01-24,43,AL,41.153332,20.168331,549,549,0,30,21,0.02,0.02,0,130,Sinovac
Albania,2021-01-25,44,AL,41.153332,20.168331,549,549,0,30,15,0.02,0.02,0,2952,Oxford/AstraZeneca
Albania,2021-01-26,45,AL,41.153332,20.168331,549,549,0,30,9,0.02,0.02,0,2568,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Albania,2021-01-27,46,AL,41.153332,20.168331,549,549,0,30,4,0.02,0.02,0,23,"Pfizer/BioNTech, Sinovac"
Albania,2021-01-28,47,AL,41.153332,20.168331,549,549,0,30,4,0.02,0.02,0,1083,Oxford/AstraZeneca
Albania,2021-01-29,48,AL,41.153332,20.168331,549,549,0,30,4,0.02,0.02,0,381,Sinopharm/Beijing
Albania,2021-01-30,49,AL,41.153332,20.168331,549,549,0,30,4,0.02,0.02,0,456,Pfizer/BioNTech
Albania,2021-01-31,50,AL,41.153332,20.168331,549,549,0,30,4,0.02,0.02,0,121,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Albania,2021-02-01,51,AL,41.153332,20.168331,549,549,0,30,4,0.02,0.02,0,130,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-02,52,AL,41.153332,20.168331,550,549,1,30,4,0.02,0.02,0,4020,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-03,53,AL,41.153332,20.168331,550,549,1,30,12,0.02,0.02,0,469,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Albania,2021-02-04,54,AL,41.153332,20.168331,550,549,1,30,24,0.02,0.02,0,86,Oxford/AstraZeneca
Albania,2021-02-05,55,AL,41.153332,20.168331,550,549,1,30,35,0.02,0.02,0,1005,Oxford/AstraZeneca
Albania,2021-02-06,56,AL,41.153332,20.168331,550,549,1,30,47,0.02,0.02,0,450,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-07,57,AL,41.153332,20.168331,550,549,1,30,59,0.02,0.02,0,6527,Sputnik V
Albania,2021-02-08,58,AL,41.153332,20.168331,550,549,1,30,71,0.02,0.02,0,145,"Oxford/AstraZeneca, Sinovac"
Albania,2021-02-09,59,AL,41.153332,20.168331,1127,689,438,30,82,0.04,0.02,0.02,13421,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-10,60,AL,41.153332,20.168331,1127,689,438,30,81,0.04,0.02,0.02,130,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-11,61,AL,41.153332,20.168331,1127,689,438,30,79,0.04,0.02,0.02,4909,"Pfizer/BioNTech, Sinovac"
Albania,2021-02-12,62,AL,41.153332,20.168331,1127,689,438,30,78,0.04,0.02,0.02,178,"Pfizer/BioNTech, Sinovac"
Albania,2021-02-13,63,AL,41.153332,20.168331,1127,689,438,30,76,0.04,0.02,0.02,469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-14,64,AL,41.153332,20.168331,1127,689,438,30,75,0.04,0.02,0.02,150,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-15,65,AL,41.153332,20.168331,1127,689,438,30,73,0.04,0.02,0.02,928,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-16,66,AL,41.153332,20.168331,1127,689,438,30,72,0.04,0.02,0.02,571,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-17,67,AL,41.153332,20.168331,1701,1090,611,30,72,0.06,0.04,0.02,3402,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-18,68,AL,41.153332,20.168331,3049,2438,611,1348,254,0.11,0.08,0.02,130,Pfizer/BioNTech
Albania,2021-02-19,69,AL,41.153332,20.168331,4177,2438,611,1128,405,0.15,0.08,0.02,250,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-20,70,AL,41.153332,20.168331,4177,2438,611,1128,516,0.15,0.08,0.02,130,Moderna
Albania,2021-02-21,71,AL,41.153332,20.168331,4177,2438,611,1128,627,0.15,0.08,0.02,4830,"Moderna, Oxford/AstraZeneca"
Albania,2021-02-22,72,AL,41.153332,20.168331,6728,6073,655,1128,739,0.23,0.21,0.02,10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Albania,2021-02-23,73,AL,41.153332,20.168331,6728,6073,655,1128,891,0.23,0.21,0.02,469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-24,74,AL,41.153332,20.168331,6728,6073,655,1128,1043,0.23,0.21,0.02,213,"Covaxin, Oxford/AstraZeneca"
Albania,2021-02-25,75,AL,41.153332,20.168331,10135,6073,655,1128,1012,0.35,0.21,0.02,850,Sinovac
Albania,2021-02-26,76,AL,41.153332,20.168331,10135,6073,655,1128,1000,0.35,0.21,0.02,644,"Moderna, Pfizer/BioNTech"
Albania,2021-02-27,77,AL,41.153332,20.168331,10135,6073,655,1128,1027,0.35,0.21,0.02,2467,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-02-28,78,AL,41.153332,20.168331,10135,6073,655,1128,1054,0.35,0.21,0.02,138,Pfizer/BioNTech
Albania,2021-03-01,79,AL,41.153332,20.168331,14295,6073,655,1128,1081,0.5,0.21,0.02,207,"Pfizer/BioNTech, Sinopharm/Beijing"
Albania,2021-03-02,80,AL,41.153332,20.168331,14295,6073,655,1128,1026,0.5,0.21,0.02,130,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-03-03,81,AL,41.153332,20.168331,15793,6073,655,1128,971,0.55,0.21,0.02,4678,Pfizer/BioNTech
Albania,2021-03-04,82,AL,41.153332,20.168331,15793,6073,655,1128,927,0.55,0.21,0.02,10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-03-05,83,AL,41.153332,20.168331,15793,6073,655,1128,897,0.55,0.21,0.02,469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-03-06,84,AL,41.153332,20.168331,15793,6073,655,1128,867,0.55,0.21,0.02,276,Oxford/AstraZeneca
Albania,2021-03-07,85,AL,41.153332,20.168331,15793,6073,655,1128,838,0.55,0.21,0.02,772,"Pfizer/BioNTech, Sinovac"
Albania,2021-03-08,86,AL,41.153332,20.168331,15793,6073,655,1128,808,0.55,0.21,0.02,692,Pfizer/BioNTech
Albania,2021-03-09,87,AL,41.153332,20.168331,15793,6073,655,1128,820,0.55,0.21,0.02,658,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Albania,2021-03-10,88,AL,41.153332,20.168331,21613,6073,655,1128,831,0.75,0.21,0.02,2152,Oxford/AstraZeneca
Albania,2021-03-11,89,AL,41.153332,20.168331,21613,6073,655,1128,857,0.75,0.21,0.02,150,Oxford/AstraZeneca
Albania,2021-03-12,90,AL,41.153332,20.168331,23635,6073,655,1128,883,0.82,0.21,0.02,143,"Oxford/AstraZeneca, Sinopharm/Beijing"
Albania,2021-03-13,91,AL,41.153332,20.168331,23635,6073,655,1128,1042,0.82,0.21,0.02,130,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-03-14,92,AL,41.153332,20.168331,23635,6073,655,1128,1201,0.82,0.21,0.02,3315,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-03-15,93,AL,41.153332,20.168331,23635,6073,655,1128,1361,0.82,0.21,0.02,3546,Pfizer/BioNTech
Albania,2021-03-16,94,AL,41.153332,20.168331,23635,6073,655,1128,1520,0.82,0.21,0.02,2661,Sinopharm/Beijing
Albania,2021-03-17,95,AL,41.153332,20.168331,33369,6073,655,1128,1679,1.16,0.21,0.02,6273,Sinovac
Albania,2021-03-18,96,AL,41.153332,20.168331,33369,6073,655,1128,1960,1.16,0.21,0.02,6406,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-03-19,97,AL,41.153332,20.168331,33369,6073,655,1128,2240,1.16,0.21,0.02,2150,"Moderna, Pfizer/BioNTech"
Albania,2021-03-20,98,AL,41.153332,20.168331,33369,6073,655,1128,2386,1.16,0.21,0.02,10,Pfizer/BioNTech
Albania,2021-03-21,99,AL,41.153332,20.168331,33369,6073,655,1128,2533,1.16,0.21,0.02,6949,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,2021-03-22,100,AL,41.153332,20.168331,48229,6073,655,1128,2679,1.68,0.21,0.02,1870,"EpiVacCorona, Sputnik V"
Algeria,2021-01-29,48,DZ,28.033886,1.659626,0,6073,655,1128,2679,0,0.21,0.02,469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Algeria,2021-01-30,49,DZ,28.033886,1.659626,30,6073,655,30,30,0,0.21,0.02,6313,Sinopharm/Beijing
Algeria,2021-01-31,50,DZ,28.033886,1.659626,30,6073,655,30,1889,0,0.21,0.02,339,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Algeria,2021-02-01,51,DZ,28.033886,1.659626,30,6073,655,30,2509,0,0.21,0.02,2869,"Oxford/AstraZeneca, Pfizer/BioNTech"
Algeria,2021-02-02,52,DZ,28.033886,1.659626,30,6073,655,30,2819,0,0.21,0.02,1468,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Algeria,2021-02-03,53,DZ,28.033886,1.659626,30,6073,655,30,3005,0,0.21,0.02,694,Oxford/AstraZeneca
Algeria,2021-02-04,54,DZ,28.033886,1.659626,30,6073,655,30,3129,0,0.21,0.02,632,"Pfizer/BioNTech, Sputnik V"
Algeria,2021-02-05,55,DZ,28.033886,1.659626,30,6073,655,30,3217,0,0.21,0.02,143,Sinovac
Algeria,2021-02-06,56,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,1886,Oxford/AstraZeneca
Algeria,2021-02-07,57,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,4705,Oxford/AstraZeneca
Algeria,2021-02-08,58,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,44,"Oxford/AstraZeneca, Pfizer/BioNTech"
Algeria,2021-02-09,59,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,146,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Algeria,2021-02-10,60,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,108,"Pfizer/BioNTech, Sinovac"
Algeria,2021-02-11,61,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,130,Oxford/AstraZeneca
Algeria,2021-02-12,62,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,344,Sinopharm/Beijing
Algeria,2021-02-13,63,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,9023,Pfizer/BioNTech
Algeria,2021-02-14,64,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,1,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Algeria,2021-02-15,65,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,224,"Oxford/AstraZeneca, Pfizer/BioNTech"
Algeria,2021-02-16,66,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,25289,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Algeria,2021-02-17,67,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,3308,Sinovac
Algeria,2021-02-18,68,DZ,28.033886,1.659626,30,6073,655,30,3748,0,0.21,0.02,8087,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Algeria,2021-02-19,69,DZ,28.033886,1.659626,75000,6073,655,30,3748,0.17,0.21,0.02,24,Oxford/AstraZeneca
Andorra,2021-01-25,44,AD,42.546245,1.601554,576,576,655,30,3748,0.75,0.75,0.02,43,Oxford/AstraZeneca
Andorra,2021-01-26,45,AD,42.546245,1.601554,576,576,655,30,66,0.75,0.75,0.02,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-01-27,46,AD,42.546245,1.601554,576,576,655,30,66,0.75,0.75,0.02,1024,Sputnik V
Andorra,2021-01-28,47,AD,42.546245,1.601554,576,576,655,30,66,0.75,0.75,0.02,13,"Oxford/AstraZeneca, Sinovac"
Andorra,2021-01-29,48,AD,42.546245,1.601554,576,576,655,30,66,0.75,0.75,0.02,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-01-30,49,AD,42.546245,1.601554,576,576,655,30,66,0.75,0.75,0.02,1611,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-01-31,50,AD,42.546245,1.601554,576,576,655,30,66,0.75,0.75,0.02,157,"Pfizer/BioNTech, Sinovac"
Andorra,2021-02-01,51,AD,42.546245,1.601554,1036,1036,655,30,66,1.34,1.34,0.02,274,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Andorra,2021-02-02,52,AD,42.546245,1.601554,1036,1036,655,30,60,1.34,1.34,0.02,469,"Pfizer/BioNTech, Sinovac"
Andorra,2021-02-03,53,AD,42.546245,1.601554,1036,1036,655,30,55,1.34,1.34,0.02,57,Pfizer/BioNTech
Andorra,2021-02-04,54,AD,42.546245,1.601554,1036,1036,655,30,50,1.34,1.34,0.02,403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-05,55,AD,42.546245,1.601554,1036,1036,655,30,44,1.34,1.34,0.02,745,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-06,56,AD,42.546245,1.601554,1036,1036,655,30,39,1.34,1.34,0.02,176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-07,57,AD,42.546245,1.601554,1036,1036,655,30,34,1.34,1.34,0.02,714,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-08,58,AD,42.546245,1.601554,1036,1036,655,30,28,1.34,1.34,0.02,646,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-09,59,AD,42.546245,1.601554,1036,1036,655,30,28,1.34,1.34,0.02,6127,Pfizer/BioNTech
Andorra,2021-02-10,60,AD,42.546245,1.601554,1291,1291,655,30,28,1.67,1.67,0.02,161,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-11,61,AD,42.546245,1.601554,1291,1291,655,30,48,1.67,1.67,0.02,1673,Moderna
Andorra,2021-02-12,62,AD,42.546245,1.601554,1622,1622,655,30,68,2.1,2.1,0.02,43,"Moderna, Oxford/AstraZeneca"
Andorra,2021-02-13,63,AD,42.546245,1.601554,1622,1622,655,30,74,2.1,2.1,0.02,0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Andorra,2021-02-14,64,AD,42.546245,1.601554,1622,1622,655,30,81,2.1,2.1,0.02,1493,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-15,65,AD,42.546245,1.601554,1622,1622,655,30,87,2.1,2.1,0.02,166,"Covaxin, Oxford/AstraZeneca"
Andorra,2021-02-16,66,AD,42.546245,1.601554,1622,1622,655,30,94,2.1,2.1,0.02,86,Sinovac
Andorra,2021-02-17,67,AD,42.546245,1.601554,1622,1622,655,30,100,2.1,2.1,0.02,130,"Moderna, Pfizer/BioNTech"
Andorra,2021-02-18,68,AD,42.546245,1.601554,1622,1622,655,30,87,2.1,2.1,0.02,939,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-19,69,AD,42.546245,1.601554,2141,2141,655,30,74,2.77,2.77,0.02,233,Pfizer/BioNTech
Andorra,2021-02-20,70,AD,42.546245,1.601554,2141,2141,655,30,71,2.77,2.77,0.02,1,"Pfizer/BioNTech, Sinopharm/Beijing"
Andorra,2021-02-21,71,AD,42.546245,1.601554,2141,2141,655,30,67,2.77,2.77,0.02,366,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-22,72,AD,42.546245,1.601554,2141,2141,655,30,64,2.77,2.77,0.02,60,Pfizer/BioNTech
Andorra,2021-02-23,73,AD,42.546245,1.601554,2141,2141,655,30,60,2.77,2.77,0.02,142,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-24,74,AD,42.546245,1.601554,2390,2390,655,30,57,3.09,3.09,0.02,9924,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-02-25,75,AD,42.546245,1.601554,2390,2390,655,30,56,3.09,3.09,0.02,20,Oxford/AstraZeneca
Andorra,2021-02-26,76,AD,42.546245,1.601554,2526,2390,655,30,55,3.27,3.09,0.02,262,"Pfizer/BioNTech, Sinovac"
Andorra,2021-02-27,77,AD,42.546245,1.601554,2526,2390,655,30,63,3.27,3.09,0.02,1768,Pfizer/BioNTech
Andorra,2021-02-28,78,AD,42.546245,1.601554,2526,2390,655,30,72,3.27,3.09,0.02,1061,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Andorra,2021-03-01,79,AD,42.546245,1.601554,2526,2390,655,30,80,3.27,3.09,0.02,24,Oxford/AstraZeneca
Andorra,2021-03-02,80,AD,42.546245,1.601554,2526,2390,655,30,89,3.27,3.09,0.02,154,Oxford/AstraZeneca
Andorra,2021-03-03,81,AD,42.546245,1.601554,2526,2390,655,30,97,3.27,3.09,0.02,322,"Sinopharm/Beijing, Sputnik V"
Andorra,2021-03-04,82,AD,42.546245,1.601554,2526,2390,655,30,103,3.27,3.09,0.02,114,"Oxford/AstraZeneca, Sinopharm/Beijing"
Andorra,2021-03-05,83,AD,42.546245,1.601554,2526,2390,655,30,108,3.27,3.09,0.02,755,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-03-06,84,AD,42.546245,1.601554,2526,2390,655,30,108,3.27,3.09,0.02,469,"Oxford/AstraZeneca, Pfizer/BioNTech"
Andorra,2021-03-07,85,AD,42.546245,1.601554,2526,2390,655,30,108,3.27,3.09,0.02,47,Pfizer/BioNTech
Andorra,2021-03-08,86,AD,42.546245,1.601554,3611,2439,1172,30,108,4.67,3.16,1.52,466,Sinopharm/Beijing
Andorra,2021-03-09,87,AD,42.546245,1.601554,3611,2439,1172,30,186,4.67,3.16,1.52,641,Sinovac
Andorra,2021-03-10,88,AD,42.546245,1.601554,4914,3650,1264,30,264,6.36,4.72,1.64,176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Angola,2021-03-05,83,AO,-11.202692,17.873887,0,0,1264,30,264,0,0,1.64,735,"Moderna, Pfizer/BioNTech"
Angola,2021-03-06,84,AO,-11.202692,17.873887,0,0,1264,30,2056,0,0,1.64,705,Pfizer/BioNTech
Angola,2021-03-07,85,AO,-11.202692,17.873887,0,0,1264,30,2056,0,0,1.64,346,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Angola,2021-03-08,86,AO,-11.202692,17.873887,6169,6169,1264,30,2056,0.02,0.02,1.64,157,"EpiVacCorona, Sputnik V"
Angola,2021-03-09,87,AO,-11.202692,17.873887,6169,6169,1264,30,2613,0.02,0.02,1.64,1541,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Angola,2021-03-10,88,AO,-11.202692,17.873887,6169,6169,1264,30,2947,0.02,0.02,1.64,43,Sinopharm/Beijing
Angola,2021-03-11,89,AO,-11.202692,17.873887,6169,6169,1264,30,3170,0.02,0.02,1.64,21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Angola,2021-03-12,90,AO,-11.202692,17.873887,6169,6169,1264,30,3329,0.02,0.02,1.64,416,"Oxford/AstraZeneca, Pfizer/BioNTech"
Angola,2021-03-13,91,AO,-11.202692,17.873887,6169,6169,1264,30,3647,0.02,0.02,1.64,186,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Angola,2021-03-14,92,AO,-11.202692,17.873887,6169,6169,1264,30,3965,0.02,0.02,1.64,72,Oxford/AstraZeneca
Angola,2021-03-15,93,AO,-11.202692,17.873887,6169,6169,1264,30,4283,0.02,0.02,1.64,130,"Pfizer/BioNTech, Sputnik V"
Angola,2021-03-16,94,AO,-11.202692,17.873887,6169,6169,1264,30,4283,0.02,0.02,1.64,52,Sinovac
Angola,2021-03-17,95,AO,-11.202692,17.873887,6169,6169,1264,30,4283,0.02,0.02,1.64,1281,Oxford/AstraZeneca
Angola,2021-03-18,96,AO,-11.202692,17.873887,49000,49000,1264,30,4283,0.15,0.15,1.64,255,Oxford/AstraZeneca
Anguilla,2021-02-04,54,AI,18.220554,-63.068615,0,0,1264,30,4283,0,0,1.64,1,"Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-02-05,55,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,475,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Anguilla,2021-02-06,56,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,61,"Pfizer/BioNTech, Sinovac"
Anguilla,2021-02-07,57,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,140,Oxford/AstraZeneca
Anguilla,2021-02-08,58,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,5496,Sinopharm/Beijing
Anguilla,2021-02-09,59,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,11410,Pfizer/BioNTech
Anguilla,2021-02-10,60,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,39,Oxford/AstraZeneca
Anguilla,2021-02-11,61,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,262,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Anguilla,2021-02-12,62,AI,18.220554,-63.068615,0,0,1264,30,149,0,0,1.64,1768,"Oxford/AstraZeneca, Pfizer/BioNTech"
