country,isoCode,date,totalVaccinations,peopleVaccinated,peopleFullyVaccinated,dailyVaccinationsRaw,dailyVaccinations,totalVaccinationsPerHundred,peopleVaccinatedPerHundred,peopleFullyVaccinatedPerHundred,dailyVaccinationsPerMillion,vaccines
Kazakhstan,KAZ,2021-02-23,14000,14000,63370,70133,638,0.07,0.07,0.62,34,Sputnik V
Kazakhstan,KAZ,2021-02-24,22294,20157,2137,70133,638,0.12,0.11,0.01,34,Sputnik V
Kazakhstan,KAZ,2021-02-25,22294,20157,2137,70133,1040,0.12,0.11,0.01,55,Sputnik V
Kazakhstan,KAZ,2021-02-26,22294,20157,2137,70133,1442,0.12,0.11,0.01,77,Sputnik V
Kazakhstan,KAZ,2021-02-27,22294,20157,2137,70133,1844,0.12,0.11,0.01,98,Sputnik V
Kazakhstan,KAZ,2021-02-28,22294,20157,2137,70133,2247,0.12,0.11,0.01,120,Sputnik V
Kazakhstan,KAZ,2021-03-01,22294,20157,2137,70133,2649,0.12,0.11,0.01,141,Sputnik V
Kazakhstan,KAZ,2021-03-02,22294,20157,2137,70133,3051,0.12,0.11,0.01,162,Sputnik V
Kazakhstan,KAZ,2021-03-03,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-04,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-05,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-06,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-07,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-08,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-09,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-10,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-11,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-12,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-13,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-14,22294,20157,2137,70133,3453,0.12,0.11,0.01,184,Sputnik V
Kazakhstan,KAZ,2021-03-15,87902,69095,18807,70133,3453,0.47,0.37,0.1,184,Sputnik V
Kazakhstan,KAZ,2021-03-16,87902,69095,18807,70133,4012,0.47,0.37,0.1,214,Sputnik V
Kazakhstan,KAZ,2021-03-17,87902,69095,18807,70133,4571,0.47,0.37,0.1,243,Sputnik V
Kazakhstan,KAZ,2021-03-18,109995,90748,19247,70133,5129,0.59,0.48,0.1,273,Sputnik V
Kenya,KEN,2021-03-04,0,0,19247,70133,5129,0,0,0.1,273,Oxford/AstraZeneca
Kenya,KEN,2021-03-05,0,0,19247,70133,667,0,0,0.1,12,Oxford/AstraZeneca
Kenya,KEN,2021-03-06,0,0,19247,70133,667,0,0,0.1,12,Oxford/AstraZeneca
Kenya,KEN,2021-03-07,0,0,19247,70133,667,0,0,0.1,12,Oxford/AstraZeneca
Kenya,KEN,2021-03-08,0,0,19247,70133,667,0,0,0.1,12,Oxford/AstraZeneca
Kenya,KEN,2021-03-09,0,0,19247,70133,667,0,0,0.1,12,Oxford/AstraZeneca
Kenya,KEN,2021-03-10,4000,4000,19247,70133,667,0.01,0.01,0.1,12,Oxford/AstraZeneca
Kenya,KEN,2021-03-11,4000,4000,19247,70133,755,0.01,0.01,0.1,14,Oxford/AstraZeneca
Kenya,KEN,2021-03-12,4000,4000,19247,70133,844,0.01,0.01,0.1,16,Oxford/AstraZeneca
Kenya,KEN,2021-03-13,4000,4000,19247,70133,932,0.01,0.01,0.1,17,Oxford/AstraZeneca
Kenya,KEN,2021-03-14,9144,9144,19247,70133,1021,0.02,0.02,0.1,19,Oxford/AstraZeneca
Kenya,KEN,2021-03-15,9144,9144,19247,70133,1442,0.02,0.02,0.1,27,Oxford/AstraZeneca
Kenya,KEN,2021-03-16,9144,9144,19247,70133,1864,0.02,0.02,0.1,35,Oxford/AstraZeneca
Kenya,KEN,2021-03-17,20000,20000,19247,70133,2286,0.04,0.04,0.1,43,Oxford/AstraZeneca
Kuwait,KWT,2020-12-28,2500,20000,19247,70133,2286,0.06,0.04,0.1,43,Pfizer/BioNTech
Kuwait,KWT,2020-12-29,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2020-12-30,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2020-12-31,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-01,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-02,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-03,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-04,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-05,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-06,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-07,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-08,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-09,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-10,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-11,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-12,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-13,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-14,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-15,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-16,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-17,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-18,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-19,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-20,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-21,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-22,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-23,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-24,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-25,2500,20000,19247,70133,1121,0.06,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-26,35000,20000,19247,70133,1121,0.82,0.04,0.1,262,Pfizer/BioNTech
Kuwait,KWT,2021-01-27,35000,20000,19247,70133,1961,0.82,0.04,0.1,459,Pfizer/BioNTech
Kuwait,KWT,2021-01-28,35000,20000,19247,70133,2800,0.82,0.04,0.1,656,Pfizer/BioNTech
Kuwait,KWT,2021-01-29,35000,20000,19247,70133,3640,0.82,0.04,0.1,852,Pfizer/BioNTech
Kuwait,KWT,2021-01-30,35000,20000,19247,70133,4480,0.82,0.04,0.1,1049,Pfizer/BioNTech
Kuwait,KWT,2021-01-31,35000,20000,19247,70133,5320,0.82,0.04,0.1,1246,Pfizer/BioNTech
Kuwait,KWT,2021-02-01,35000,20000,19247,70133,6160,0.82,0.04,0.1,1442,Pfizer/BioNTech
Kuwait,KWT,2021-02-02,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-03,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-04,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-05,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-06,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-07,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-08,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-09,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-10,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-11,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-12,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-13,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-14,35000,20000,19247,70133,7000,0.82,0.04,0.1,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-15,175000,137000,38000,70133,7000,4.1,3.21,0.89,1639,Pfizer/BioNTech
Kuwait,KWT,2021-02-16,175000,137000,38000,70133,7259,4.1,3.21,0.89,1700,Pfizer/BioNTech
Kuwait,KWT,2021-02-17,175000,137000,38000,70133,7517,4.1,3.21,0.89,1760,Pfizer/BioNTech
Kuwait,KWT,2021-02-18,175000,137000,38000,70133,7776,4.1,3.21,0.89,1821,Pfizer/BioNTech
Kuwait,KWT,2021-02-19,175000,137000,38000,70133,8034,4.1,3.21,0.89,1881,Pfizer/BioNTech
Kuwait,KWT,2021-02-20,175000,137000,38000,70133,8293,4.1,3.21,0.89,1942,Pfizer/BioNTech
Kuwait,KWT,2021-02-21,175000,137000,38000,70133,8551,4.1,3.21,0.89,2002,Pfizer/BioNTech
Kuwait,KWT,2021-02-22,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-02-23,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-02-24,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-02-25,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-02-26,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-02-27,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-02-28,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-01,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-02,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-03,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-04,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-05,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-06,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-07,175000,137000,38000,70133,8810,4.1,3.21,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-08,360000,322000,38000,70133,8810,8.43,7.54,0.89,2063,Pfizer/BioNTech
Kuwait,KWT,2021-03-22,360000,500000,38000,70133,7551,8.43,11.71,0.89,1768,Pfizer/BioNTech
Laos,LAO,2021-03-17,40732,40732,38000,70133,7551,0.56,0.56,0.89,1768,"Sinopharm/Beijing, Sputnik V"
Latvia,LVA,2020-12-28,40732,595,38000,70133,7551,0.56,0.03,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2020-12-29,40732,1468,38000,70133,7551,0.56,0.08,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2020-12-30,40732,2259,38000,70133,7551,0.56,0.12,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-04,40732,2958,38000,70133,7551,0.56,0.16,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-05,40732,3847,38000,70133,7551,0.56,0.2,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-06,40732,4623,38000,70133,7551,0.56,0.25,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-07,40732,5431,38000,70133,7551,0.56,0.29,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-08,40732,6337,38000,70133,7551,0.56,0.34,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-09,40732,6642,38000,70133,7551,0.56,0.35,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-10,40732,6978,38000,70133,7551,0.56,0.37,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-11,40732,8345,38000,70133,7551,0.56,0.44,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-12,40732,9972,38000,70133,7551,0.56,0.53,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-13,40732,11483,38000,70133,7551,0.56,0.61,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-14,40732,13306,38000,70133,7551,0.56,0.71,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-15,40732,15178,38000,70133,7551,0.56,0.8,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-16,40732,15845,38000,70133,7551,0.56,0.84,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-17,40732,15962,38000,70133,7551,0.56,0.85,0.89,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-18,16806,16235,571,70133,7551,0.89,0.86,0.03,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-19,17682,16307,1375,876,125,0.94,0.86,0.07,66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-20,18452,16326,2126,770,235,0.98,0.87,0.11,125,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-21,18731,16592,2139,279,275,0.99,0.88,0.11,146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-22,18946,16790,2156,215,306,1,0.89,0.11,162,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-23,18946,16916,2156,215,343,1,0.9,0.11,182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-24,18946,16916,2156,215,381,1,0.9,0.11,202,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-25,19739,16935,2804,215,419,1.05,0.9,0.15,222,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-26,20587,16965,3622,848,415,1.09,0.9,0.19,220,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-27,21405,17046,4359,818,422,1.13,0.9,0.23,224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-28,22184,17075,5109,779,493,1.18,0.91,0.27,261,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-29,23146,17127,6019,962,600,1.23,0.91,0.32,318,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-30,23454,17131,6323,308,606,1.24,0.91,0.34,321,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-01-31,23454,17131,6657,308,677,1.24,0.91,0.35,359,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-01,24975,17144,7831,308,748,1.32,0.91,0.42,397,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-02,26784,17280,9504,1809,885,1.42,0.92,0.5,469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-03,28406,17523,10883,1622,1000,1.51,0.93,0.58,530,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-04,29909,17663,12246,1503,1104,1.59,0.94,0.65,585,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-05,31576,17825,13751,1667,1204,1.67,0.95,0.73,638,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-06,32142,17834,14308,566,1241,1.7,0.95,0.76,658,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-07,32267,17836,14431,125,1150,1.71,0.95,0.77,610,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-08,32678,18092,14586,411,1100,1.73,0.96,0.77,583,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-09,32862,18233,14629,184,868,1.74,0.97,0.78,460,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-10,33488,18662,14826,626,726,1.78,0.99,0.79,385,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-11,35270,19764,15506,1782,766,1.87,1.05,0.82,406,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-12,36999,20940,16059,1729,775,1.96,1.11,0.85,411,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-13,37400,21164,16236,401,751,1.98,1.12,0.86,398,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-14,37421,21165,16256,21,736,1.98,1.12,0.86,390,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-15,38294,21884,16410,873,802,2.03,1.16,0.87,425,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-16,39674,23188,16486,1380,973,2.1,1.23,0.87,516,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-17,41666,25001,16665,1992,1168,2.21,1.33,0.88,619,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-18,43211,26493,16718,1545,1134,2.29,1.4,0.89,601,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-19,44563,27789,16774,1352,1081,2.36,1.47,0.89,573,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-20,45334,28542,16792,771,1133,2.4,1.51,0.89,601,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-21,45334,29351,16792,771,1316,2.4,1.56,0.89,698,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-22,47926,31103,16823,771,1376,2.54,1.65,0.89,730,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-23,50308,33456,16852,2382,1519,2.67,1.77,0.89,805,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-24,54618,37734,16884,4310,1850,2.9,2,0.9,981,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-25,58786,41860,16926,4168,2225,3.12,2.22,0.9,1180,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-26,62146,45132,17014,3360,2512,3.29,2.39,0.9,1332,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-27,62731,45708,17023,585,2485,3.33,2.42,0.9,1317,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-02-28,62861,45837,17024,130,2319,3.33,2.43,0.9,1229,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-01,64615,47365,17250,1754,2384,3.43,2.51,0.91,1264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-02,66787,49236,17551,2172,2354,3.54,2.61,0.93,1248,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-03,70878,53140,17738,4091,2323,3.76,2.82,0.94,1232,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-04,76823,58967,17856,5945,2577,4.07,3.13,0.95,1366,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-05,81618,63625,17993,4795,2782,4.33,3.37,0.95,1475,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-06,82384,64388,17996,766,2808,4.37,3.41,0.95,1489,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-07,82458,64459,17999,74,2800,4.37,3.42,0.95,1484,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-08,84148,66113,18035,1690,2790,4.46,3.51,0.96,1479,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-09,86490,68430,18060,2342,2815,4.59,3.63,0.96,1492,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-10,88941,70848,18093,2451,2580,4.72,3.76,0.96,1368,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-11,91571,73468,18103,2630,2107,4.85,3.9,0.96,1117,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-12,96469,78358,18111,4898,2122,5.11,4.15,0.96,1125,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-13,97371,79259,18112,902,2141,5.16,4.2,0.96,1135,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-14,97371,79331,18112,902,2397,5.16,4.21,0.96,1271,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-15,101106,82931,18175,902,2423,5.36,4.4,0.96,1285,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-16,101282,82985,18297,176,2113,5.37,4.4,0.97,1120,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-17,101448,83046,18402,166,1787,5.38,4.4,0.98,947,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-18,101721,83060,18661,273,1450,5.39,4.4,0.99,769,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-19,102403,83456,18947,682,848,5.43,4.42,1,450,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-20,102403,83848,18947,682,749,5.43,4.45,1,397,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-21,102822,83872,18950,682,512,5.45,4.45,1,271,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,LVA,2021-03-22,105081,85904,19177,2259,568,5.57,4.55,1.02,301,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lebanon,LBN,2021-02-13,0,85904,19177,2259,568,0,4.55,1.02,301,Pfizer/BioNTech
Lebanon,LBN,2021-02-14,48,85904,19177,48,48,0,4.55,1.02,7,Pfizer/BioNTech
Lebanon,LBN,2021-02-15,1280,85904,19177,1232,640,0.02,4.55,1.02,94,Pfizer/BioNTech
Lebanon,LBN,2021-02-16,3266,85904,19177,1986,1089,0.05,4.55,1.02,160,Pfizer/BioNTech
Lebanon,LBN,2021-02-17,5932,85904,19177,2666,1483,0.09,4.55,1.02,217,Pfizer/BioNTech
Lebanon,LBN,2021-02-18,9605,85904,19177,3673,1921,0.14,4.55,1.02,281,Pfizer/BioNTech
Lebanon,LBN,2021-02-19,13329,85904,19177,3724,2222,0.2,4.55,1.02,326,Pfizer/BioNTech
Lebanon,LBN,2021-02-20,13329,85904,19177,0,1904,0.2,4.55,1.02,279,Pfizer/BioNTech
Lebanon,LBN,2021-02-21,13329,85904,19177,0,1897,0.2,4.55,1.02,278,Pfizer/BioNTech
Lebanon,LBN,2021-02-22,18031,85904,19177,4702,2393,0.26,4.55,1.02,351,Pfizer/BioNTech
Lebanon,LBN,2021-02-23,21575,85904,19177,3544,2616,0.32,4.55,1.02,383,Pfizer/BioNTech
Lebanon,LBN,2021-02-24,25393,85904,19177,3818,2780,0.37,4.55,1.02,407,Pfizer/BioNTech
Lebanon,LBN,2021-02-25,29820,85904,19177,4427,2888,0.44,4.55,1.02,423,Pfizer/BioNTech
Lebanon,LBN,2021-02-26,34991,85904,19177,5171,3095,0.51,4.55,1.02,453,Pfizer/BioNTech
Lebanon,LBN,2021-02-27,34991,85904,19177,0,3095,0.51,4.55,1.02,453,Pfizer/BioNTech
Lebanon,LBN,2021-02-28,40593,85904,19177,5602,3895,0.59,4.55,1.02,571,Pfizer/BioNTech
Lebanon,LBN,2021-03-01,45859,85904,19177,5266,3975,0.67,4.55,1.02,582,Pfizer/BioNTech
Lebanon,LBN,2021-03-02,47625,85904,19177,1766,3721,0.7,4.55,1.02,545,Pfizer/BioNTech
Lebanon,LBN,2021-03-03,54585,85904,19177,6960,4170,0.8,4.55,1.02,611,Pfizer/BioNTech
Lebanon,LBN,2021-03-04,57474,85904,19177,2889,3951,0.84,4.55,1.02,579,Pfizer/BioNTech
Lebanon,LBN,2021-03-05,60538,85904,19177,3064,3650,0.89,4.55,1.02,535,Pfizer/BioNTech
Lebanon,LBN,2021-03-06,60740,85904,19177,202,3678,0.89,4.55,1.02,539,Pfizer/BioNTech
