country,isoCode,date,totalVaccinations,peopleVaccinated,peopleFullyVaccinated,dailyVaccinationsRaw,dailyVaccinations,totalVaccinationsPerHundred,peopleVaccinatedPerHundred,peopleFullyVaccinatedPerHundred,dailyVaccinationsPerMillion,vaccines
Afghanistan,AFG,2021-02-22,0,0,0,0,0,0,0,0,0,Oxford/AstraZeneca
Afghanistan,AFG,2021-02-23,0,0,0,0,1367,0,0,0,35,Oxford/AstraZeneca
Afghanistan,AFG,2021-02-24,0,0,0,0,1367,0,0,0,35,Oxford/AstraZeneca
Afghanistan,AFG,2021-02-25,0,0,0,0,1367,0,0,0,35,Oxford/AstraZeneca
Afghanistan,AFG,2021-02-26,0,0,0,0,1367,0,0,0,35,Oxford/AstraZeneca
Afghanistan,AFG,2021-02-27,0,0,0,0,1367,0,0,0,35,Oxford/AstraZeneca
Afghanistan,AFG,2021-02-28,8200,8200,0,0,1367,0.02,0.02,0,35,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-01,8200,8200,0,0,1580,0.02,0.02,0,41,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-02,8200,8200,0,0,1794,0.02,0.02,0,46,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-03,8200,8200,0,0,2008,0.02,0.02,0,52,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-04,8200,8200,0,0,2221,0.02,0.02,0,57,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-05,8200,8200,0,0,2435,0.02,0.02,0,63,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-06,8200,8200,0,0,2649,0.02,0.02,0,68,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-07,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-08,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-09,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-10,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-11,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-12,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-13,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-14,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-15,8200,8200,0,0,2862,0.02,0.02,0,74,Oxford/AstraZeneca
Afghanistan,AFG,2021-03-16,54000,54000,0,0,2862,0.14,0.14,0,74,Oxford/AstraZeneca
Albania,ALB,2021-01-10,0,0,0,0,2862,0,0,0,74,Pfizer/BioNTech
Albania,ALB,2021-01-11,0,0,0,0,64,0,0,0,22,Pfizer/BioNTech
Albania,ALB,2021-01-12,128,128,0,0,64,0,0,0,22,Pfizer/BioNTech
Albania,ALB,2021-01-13,188,188,0,60,63,0.01,0.01,0,22,Pfizer/BioNTech
Albania,ALB,2021-01-14,266,266,0,78,66,0.01,0.01,0,23,Pfizer/BioNTech
Albania,ALB,2021-01-15,308,308,0,42,62,0.01,0.01,0,22,Pfizer/BioNTech
Albania,ALB,2021-01-16,369,369,0,61,62,0.01,0.01,0,22,Pfizer/BioNTech
Albania,ALB,2021-01-17,405,405,0,36,58,0.01,0.01,0,20,Pfizer/BioNTech
Albania,ALB,2021-01-18,447,447,0,42,55,0.02,0.02,0,19,Pfizer/BioNTech
Albania,ALB,2021-01-19,483,483,0,36,51,0.02,0.02,0,18,Pfizer/BioNTech
Albania,ALB,2021-01-20,519,519,0,36,47,0.02,0.02,0,16,Pfizer/BioNTech
Albania,ALB,2021-01-21,549,549,0,30,40,0.02,0.02,0,14,Pfizer/BioNTech
Albania,ALB,2021-01-22,549,549,0,30,34,0.02,0.02,0,12,Pfizer/BioNTech
Albania,ALB,2021-01-23,549,549,0,30,26,0.02,0.02,0,9,Pfizer/BioNTech
Albania,ALB,2021-01-24,549,549,0,30,21,0.02,0.02,0,7,Pfizer/BioNTech
Albania,ALB,2021-01-25,549,549,0,30,15,0.02,0.02,0,5,Pfizer/BioNTech
Albania,ALB,2021-01-26,549,549,0,30,9,0.02,0.02,0,3,Pfizer/BioNTech
Albania,ALB,2021-01-27,549,549,0,30,4,0.02,0.02,0,1,Pfizer/BioNTech
Albania,ALB,2021-01-28,549,549,0,30,4,0.02,0.02,0,1,Pfizer/BioNTech
Albania,ALB,2021-01-29,549,549,0,30,4,0.02,0.02,0,1,Pfizer/BioNTech
Albania,ALB,2021-01-30,549,549,0,30,4,0.02,0.02,0,1,Pfizer/BioNTech
Albania,ALB,2021-01-31,549,549,0,30,4,0.02,0.02,0,1,Pfizer/BioNTech
Albania,ALB,2021-02-01,549,549,0,30,4,0.02,0.02,0,1,Pfizer/BioNTech
Albania,ALB,2021-02-02,550,549,1,30,4,0.02,0.02,0,1,Pfizer/BioNTech
Albania,ALB,2021-02-03,550,549,1,30,12,0.02,0.02,0,4,Pfizer/BioNTech
Albania,ALB,2021-02-04,550,549,1,30,24,0.02,0.02,0,8,Pfizer/BioNTech
Albania,ALB,2021-02-05,550,549,1,30,35,0.02,0.02,0,12,Pfizer/BioNTech
Albania,ALB,2021-02-06,550,549,1,30,47,0.02,0.02,0,16,Pfizer/BioNTech
Albania,ALB,2021-02-07,550,549,1,30,59,0.02,0.02,0,21,Pfizer/BioNTech
Albania,ALB,2021-02-08,550,549,1,30,71,0.02,0.02,0,25,Pfizer/BioNTech
Albania,ALB,2021-02-09,1127,689,438,30,82,0.04,0.02,0.02,28,Pfizer/BioNTech
Albania,ALB,2021-02-10,1127,689,438,30,81,0.04,0.02,0.02,28,Pfizer/BioNTech
Albania,ALB,2021-02-11,1127,689,438,30,79,0.04,0.02,0.02,27,Pfizer/BioNTech
Albania,ALB,2021-02-12,1127,689,438,30,78,0.04,0.02,0.02,27,Pfizer/BioNTech
Albania,ALB,2021-02-13,1127,689,438,30,76,0.04,0.02,0.02,26,Pfizer/BioNTech
Albania,ALB,2021-02-14,1127,689,438,30,75,0.04,0.02,0.02,26,Pfizer/BioNTech
Albania,ALB,2021-02-15,1127,689,438,30,73,0.04,0.02,0.02,25,Pfizer/BioNTech
Albania,ALB,2021-02-16,1127,689,438,30,72,0.04,0.02,0.02,25,Pfizer/BioNTech
Albania,ALB,2021-02-17,1701,1090,611,30,72,0.06,0.04,0.02,25,Pfizer/BioNTech
Albania,ALB,2021-02-18,3049,2438,611,1348,254,0.11,0.08,0.02,88,Pfizer/BioNTech
Albania,ALB,2021-02-19,4177,2438,611,1128,405,0.15,0.08,0.02,141,Pfizer/BioNTech
Albania,ALB,2021-02-20,4177,2438,611,1128,516,0.15,0.08,0.02,179,Pfizer/BioNTech
Albania,ALB,2021-02-21,4177,2438,611,1128,627,0.15,0.08,0.02,218,Pfizer/BioNTech
Albania,ALB,2021-02-22,6728,6073,655,1128,739,0.23,0.21,0.02,257,Pfizer/BioNTech
Albania,ALB,2021-02-23,6728,6073,655,1128,891,0.23,0.21,0.02,310,Pfizer/BioNTech
Albania,ALB,2021-02-24,6728,6073,655,1128,1043,0.23,0.21,0.02,362,Pfizer/BioNTech
Albania,ALB,2021-02-25,10135,6073,655,1128,1012,0.35,0.21,0.02,352,Pfizer/BioNTech
Albania,ALB,2021-02-26,10135,6073,655,1128,1000,0.35,0.21,0.02,347,Pfizer/BioNTech
Albania,ALB,2021-02-27,10135,6073,655,1128,1027,0.35,0.21,0.02,357,Pfizer/BioNTech
Albania,ALB,2021-02-28,10135,6073,655,1128,1054,0.35,0.21,0.02,366,Pfizer/BioNTech
Albania,ALB,2021-03-01,14295,6073,655,1128,1081,0.5,0.21,0.02,376,Pfizer/BioNTech
Albania,ALB,2021-03-02,14295,6073,655,1128,1026,0.5,0.21,0.02,357,Pfizer/BioNTech
Albania,ALB,2021-03-03,15793,6073,655,1128,971,0.55,0.21,0.02,337,Pfizer/BioNTech
Albania,ALB,2021-03-04,15793,6073,655,1128,927,0.55,0.21,0.02,322,Pfizer/BioNTech
Albania,ALB,2021-03-05,15793,6073,655,1128,897,0.55,0.21,0.02,312,Pfizer/BioNTech
Albania,ALB,2021-03-06,15793,6073,655,1128,867,0.55,0.21,0.02,301,Pfizer/BioNTech
Albania,ALB,2021-03-07,15793,6073,655,1128,838,0.55,0.21,0.02,291,Pfizer/BioNTech
Albania,ALB,2021-03-08,15793,6073,655,1128,808,0.55,0.21,0.02,281,Pfizer/BioNTech
Albania,ALB,2021-03-09,15793,6073,655,1128,820,0.55,0.21,0.02,285,Pfizer/BioNTech
Albania,ALB,2021-03-10,21613,6073,655,1128,831,0.75,0.21,0.02,289,Pfizer/BioNTech
Albania,ALB,2021-03-11,21613,6073,655,1128,857,0.75,0.21,0.02,298,Pfizer/BioNTech
Albania,ALB,2021-03-12,23635,6073,655,1128,883,0.82,0.21,0.02,307,Pfizer/BioNTech
Albania,ALB,2021-03-13,23635,6073,655,1128,1042,0.82,0.21,0.02,362,Pfizer/BioNTech
Albania,ALB,2021-03-14,23635,6073,655,1128,1201,0.82,0.21,0.02,417,Pfizer/BioNTech
Albania,ALB,2021-03-15,23635,6073,655,1128,1361,0.82,0.21,0.02,473,Pfizer/BioNTech
Albania,ALB,2021-03-16,23635,6073,655,1128,1520,0.82,0.21,0.02,528,Pfizer/BioNTech
Albania,ALB,2021-03-17,33369,6073,655,1128,1679,1.16,0.21,0.02,583,Pfizer/BioNTech
Albania,ALB,2021-03-18,33369,6073,655,1128,1960,1.16,0.21,0.02,681,Pfizer/BioNTech
Albania,ALB,2021-03-19,33369,6073,655,1128,2240,1.16,0.21,0.02,778,Pfizer/BioNTech
Albania,ALB,2021-03-20,33369,6073,655,1128,2386,1.16,0.21,0.02,829,Pfizer/BioNTech
Albania,ALB,2021-03-21,33369,6073,655,1128,2533,1.16,0.21,0.02,880,Pfizer/BioNTech
Albania,ALB,2021-03-22,48229,6073,655,1128,2679,1.68,0.21,0.02,931,Pfizer/BioNTech
Algeria,DZA,2021-01-29,0,6073,655,1128,2679,0,0.21,0.02,931,Sputnik V
Algeria,DZA,2021-01-30,30,6073,655,30,30,0,0.21,0.02,1,Sputnik V
Algeria,DZA,2021-01-31,30,6073,655,30,1889,0,0.21,0.02,43,Sputnik V
Algeria,DZA,2021-02-01,30,6073,655,30,2509,0,0.21,0.02,57,Sputnik V
Algeria,DZA,2021-02-02,30,6073,655,30,2819,0,0.21,0.02,64,Sputnik V
Algeria,DZA,2021-02-03,30,6073,655,30,3005,0,0.21,0.02,69,Sputnik V
Algeria,DZA,2021-02-04,30,6073,655,30,3129,0,0.21,0.02,71,Sputnik V
Algeria,DZA,2021-02-05,30,6073,655,30,3217,0,0.21,0.02,73,Sputnik V
Algeria,DZA,2021-02-06,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-07,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-08,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-09,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-10,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-11,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-12,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-13,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-14,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-15,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-16,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-17,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-18,30,6073,655,30,3748,0,0.21,0.02,85,Sputnik V
Algeria,DZA,2021-02-19,75000,6073,655,30,3748,0.17,0.21,0.02,85,Sputnik V
Andorra,AND,2021-01-25,576,576,655,30,3748,0.75,0.75,0.02,85,Pfizer/BioNTech
Andorra,AND,2021-01-26,576,576,655,30,66,0.75,0.75,0.02,854,Pfizer/BioNTech
Andorra,AND,2021-01-27,576,576,655,30,66,0.75,0.75,0.02,854,Pfizer/BioNTech
Andorra,AND,2021-01-28,576,576,655,30,66,0.75,0.75,0.02,854,Pfizer/BioNTech
Andorra,AND,2021-01-29,576,576,655,30,66,0.75,0.75,0.02,854,Pfizer/BioNTech
Andorra,AND,2021-01-30,576,576,655,30,66,0.75,0.75,0.02,854,Pfizer/BioNTech
Andorra,AND,2021-01-31,576,576,655,30,66,0.75,0.75,0.02,854,Pfizer/BioNTech
Andorra,AND,2021-02-01,1036,1036,655,30,66,1.34,1.34,0.02,854,Pfizer/BioNTech
Andorra,AND,2021-02-02,1036,1036,655,30,60,1.34,1.34,0.02,777,Pfizer/BioNTech
Andorra,AND,2021-02-03,1036,1036,655,30,55,1.34,1.34,0.02,712,Pfizer/BioNTech
Andorra,AND,2021-02-04,1036,1036,655,30,50,1.34,1.34,0.02,647,Pfizer/BioNTech
Andorra,AND,2021-02-05,1036,1036,655,30,44,1.34,1.34,0.02,569,Pfizer/BioNTech
Andorra,AND,2021-02-06,1036,1036,655,30,39,1.34,1.34,0.02,505,Pfizer/BioNTech
Andorra,AND,2021-02-07,1036,1036,655,30,34,1.34,1.34,0.02,440,Pfizer/BioNTech
Andorra,AND,2021-02-08,1036,1036,655,30,28,1.34,1.34,0.02,362,Pfizer/BioNTech
Andorra,AND,2021-02-09,1036,1036,655,30,28,1.34,1.34,0.02,362,Pfizer/BioNTech
Andorra,AND,2021-02-10,1291,1291,655,30,28,1.67,1.67,0.02,362,Pfizer/BioNTech
Andorra,AND,2021-02-11,1291,1291,655,30,48,1.67,1.67,0.02,621,Pfizer/BioNTech
Andorra,AND,2021-02-12,1622,1622,655,30,68,2.1,2.1,0.02,880,Pfizer/BioNTech
Andorra,AND,2021-02-13,1622,1622,655,30,74,2.1,2.1,0.02,958,Pfizer/BioNTech
Andorra,AND,2021-02-14,1622,1622,655,30,81,2.1,2.1,0.02,1048,Pfizer/BioNTech
Andorra,AND,2021-02-15,1622,1622,655,30,87,2.1,2.1,0.02,1126,Pfizer/BioNTech
Andorra,AND,2021-02-16,1622,1622,655,30,94,2.1,2.1,0.02,1217,Pfizer/BioNTech
Andorra,AND,2021-02-17,1622,1622,655,30,100,2.1,2.1,0.02,1294,Pfizer/BioNTech
Andorra,AND,2021-02-18,1622,1622,655,30,87,2.1,2.1,0.02,1126,Pfizer/BioNTech
Andorra,AND,2021-02-19,2141,2141,655,30,74,2.77,2.77,0.02,958,Pfizer/BioNTech
Andorra,AND,2021-02-20,2141,2141,655,30,71,2.77,2.77,0.02,919,Pfizer/BioNTech
Andorra,AND,2021-02-21,2141,2141,655,30,67,2.77,2.77,0.02,867,Pfizer/BioNTech
Andorra,AND,2021-02-22,2141,2141,655,30,64,2.77,2.77,0.02,828,Pfizer/BioNTech
Andorra,AND,2021-02-23,2141,2141,655,30,60,2.77,2.77,0.02,777,Pfizer/BioNTech
Andorra,AND,2021-02-24,2390,2390,655,30,57,3.09,3.09,0.02,738,Pfizer/BioNTech
Andorra,AND,2021-02-25,2390,2390,655,30,56,3.09,3.09,0.02,725,Pfizer/BioNTech
Andorra,AND,2021-02-26,2526,2390,655,30,55,3.27,3.09,0.02,712,Pfizer/BioNTech
Andorra,AND,2021-02-27,2526,2390,655,30,63,3.27,3.09,0.02,815,Pfizer/BioNTech
Andorra,AND,2021-02-28,2526,2390,655,30,72,3.27,3.09,0.02,932,Pfizer/BioNTech
Andorra,AND,2021-03-01,2526,2390,655,30,80,3.27,3.09,0.02,1035,Pfizer/BioNTech
Andorra,AND,2021-03-02,2526,2390,655,30,89,3.27,3.09,0.02,1152,Pfizer/BioNTech
Andorra,AND,2021-03-03,2526,2390,655,30,97,3.27,3.09,0.02,1255,Pfizer/BioNTech
Andorra,AND,2021-03-04,2526,2390,655,30,103,3.27,3.09,0.02,1333,Pfizer/BioNTech
Andorra,AND,2021-03-05,2526,2390,655,30,108,3.27,3.09,0.02,1398,Pfizer/BioNTech
Andorra,AND,2021-03-06,2526,2390,655,30,108,3.27,3.09,0.02,1398,Pfizer/BioNTech
Andorra,AND,2021-03-07,2526,2390,655,30,108,3.27,3.09,0.02,1398,Pfizer/BioNTech
Andorra,AND,2021-03-08,3611,2439,1172,30,108,4.67,3.16,1.52,1398,Pfizer/BioNTech
Andorra,AND,2021-03-09,3611,2439,1172,30,186,4.67,3.16,1.52,2407,Pfizer/BioNTech
Andorra,AND,2021-03-10,4914,3650,1264,30,264,6.36,4.72,1.64,3417,Pfizer/BioNTech
Angola,AGO,2021-03-05,0,0,1264,30,264,0,0,1.64,3417,Oxford/AstraZeneca
Angola,AGO,2021-03-06,0,0,1264,30,2056,0,0,1.64,63,Oxford/AstraZeneca
Angola,AGO,2021-03-07,0,0,1264,30,2056,0,0,1.64,63,Oxford/AstraZeneca
Angola,AGO,2021-03-08,6169,6169,1264,30,2056,0.02,0.02,1.64,63,Oxford/AstraZeneca
Angola,AGO,2021-03-09,6169,6169,1264,30,2613,0.02,0.02,1.64,80,Oxford/AstraZeneca
Angola,AGO,2021-03-10,6169,6169,1264,30,2947,0.02,0.02,1.64,90,Oxford/AstraZeneca
Angola,AGO,2021-03-11,6169,6169,1264,30,3170,0.02,0.02,1.64,96,Oxford/AstraZeneca
Angola,AGO,2021-03-12,6169,6169,1264,30,3329,0.02,0.02,1.64,101,Oxford/AstraZeneca
Angola,AGO,2021-03-13,6169,6169,1264,30,3647,0.02,0.02,1.64,111,Oxford/AstraZeneca
Angola,AGO,2021-03-14,6169,6169,1264,30,3965,0.02,0.02,1.64,121,Oxford/AstraZeneca
Angola,AGO,2021-03-15,6169,6169,1264,30,4283,0.02,0.02,1.64,130,Oxford/AstraZeneca
Angola,AGO,2021-03-16,6169,6169,1264,30,4283,0.02,0.02,1.64,130,Oxford/AstraZeneca
Angola,AGO,2021-03-17,6169,6169,1264,30,4283,0.02,0.02,1.64,130,Oxford/AstraZeneca
Angola,AGO,2021-03-18,49000,49000,1264,30,4283,0.15,0.15,1.64,130,Oxford/AstraZeneca
Anguilla,AIA,2021-02-04,0,0,1264,30,4283,0,0,1.64,130,Oxford/AstraZeneca
Anguilla,AIA,2021-02-05,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-06,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-07,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-08,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-09,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-10,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-11,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-12,0,0,1264,30,149,0,0,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-13,1341,1341,1264,30,149,8.94,8.94,1.64,9932,Oxford/AstraZeneca
Anguilla,AIA,2021-02-14,2762,2762,1264,1421,331,18.41,18.41,1.64,22064,Oxford/AstraZeneca
Anguilla,AIA,2021-02-15,2762,2762,1264,1421,323,18.41,18.41,1.64,21530,Oxford/AstraZeneca
Anguilla,AIA,2021-02-16,2762,2762,1264,1421,316,18.41,18.41,1.64,21064,Oxford/AstraZeneca
Anguilla,AIA,2021-02-17,2762,2762,1264,1421,309,18.41,18.41,1.64,20597,Oxford/AstraZeneca
Anguilla,AIA,2021-02-18,2762,2762,1264,1421,301,18.41,18.41,1.64,20064,Oxford/AstraZeneca
Anguilla,AIA,2021-02-19,2762,2762,1264,1421,294,18.41,18.41,1.64,19597,Oxford/AstraZeneca
Anguilla,AIA,2021-02-20,2762,2762,1264,1421,286,18.41,18.41,1.64,19064,Oxford/AstraZeneca
Anguilla,AIA,2021-02-21,2762,2762,1264,1421,97,18.41,18.41,1.64,6466,Oxford/AstraZeneca
Anguilla,AIA,2021-02-22,2762,2762,1264,1421,97,18.41,18.41,1.64,6466,Oxford/AstraZeneca
Anguilla,AIA,2021-02-23,2762,2762,1264,1421,97,18.41,18.41,1.64,6466,Oxford/AstraZeneca
Anguilla,AIA,2021-02-24,2762,2762,1264,1421,97,18.41,18.41,1.64,6466,Oxford/AstraZeneca
Anguilla,AIA,2021-02-25,2762,2762,1264,1421,97,18.41,18.41,1.64,6466,Oxford/AstraZeneca
Anguilla,AIA,2021-02-26,3929,3929,1264,1421,97,26.19,26.19,1.64,6466,Oxford/AstraZeneca
Anguilla,AIA,2021-02-27,3929,3929,1264,1421,94,26.19,26.19,1.64,6266,Oxford/AstraZeneca
Anguilla,AIA,2021-02-28,3929,3929,1264,1421,90,26.19,26.19,1.64,5999,Oxford/AstraZeneca
Anguilla,AIA,2021-03-01,3929,3929,1264,1421,86,26.19,26.19,1.64,5733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-02,3929,3929,1264,1421,82,26.19,26.19,1.64,5466,Oxford/AstraZeneca
Anguilla,AIA,2021-03-03,3929,3929,1264,1421,79,26.19,26.19,1.64,5266,Oxford/AstraZeneca
Anguilla,AIA,2021-03-04,3929,3929,1264,1421,75,26.19,26.19,1.64,4999,Oxford/AstraZeneca
Anguilla,AIA,2021-03-05,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-06,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-07,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-08,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-09,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-10,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-11,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-12,3929,3929,1264,1421,71,26.19,26.19,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-13,5000,5000,1264,1421,71,33.33,33.33,1.64,4733,Oxford/AstraZeneca
Anguilla,AIA,2021-03-14,5000,5000,1264,1421,69,33.33,33.33,1.64,4599,Oxford/AstraZeneca
Anguilla,AIA,2021-03-15,5000,5000,1264,1421,68,33.33,33.33,1.64,4533,Oxford/AstraZeneca
Anguilla,AIA,2021-03-16,5000,5000,1264,1421,66,33.33,33.33,1.64,4399,Oxford/AstraZeneca
Anguilla,AIA,2021-03-17,5000,5000,1264,1421,64,33.33,33.33,1.64,4266,Oxford/AstraZeneca
Anguilla,AIA,2021-03-18,5000,5000,1264,1421,62,33.33,33.33,1.64,4133,Oxford/AstraZeneca
Anguilla,AIA,2021-03-19,5348,5348,1264,1421,60,35.65,35.65,1.64,3999,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-16,0,5348,1264,1421,60,0,35.65,1.64,3999,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-17,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-18,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-19,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-20,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-21,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-22,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-23,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-24,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-25,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-26,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-27,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-02-28,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-01,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-02,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-03,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-04,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-05,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-06,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-07,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-08,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-09,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-10,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-11,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-12,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-13,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-14,0,5348,1264,1421,895,0,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-15,24164,5348,1264,1421,895,24.68,35.65,1.64,9139,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-16,24164,5348,1264,1421,821,24.68,35.65,1.64,8384,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-17,24164,5348,1264,1421,747,24.68,35.65,1.64,7628,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-18,24164,5348,1264,1421,674,24.68,35.65,1.64,6883,Oxford/AstraZeneca
Antigua and Barbuda,ATG,2021-03-19,25677,5348,1264,1421,600,26.22,35.65,1.64,6127,Oxford/AstraZeneca
Argentina,ARG,2020-12-29,700,5348,1264,1421,600,0,35.65,1.64,6127,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,ARG,2020-12-30,700,5348,1264,1421,15656,0,35.65,1.64,346,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
